매물ID,제조사,모델,현재가격,차량연령,주행거리_km,연료,색상,지역,변속기,배기량,차급,좌석수,상사명,압류건수,저당건수,보험이력공개여부,보험이력건수,성능점검유형,옵션_기본코드 개수,옵션_선택코드 개수,옵션_튜닝코드 개수,옵션_기타개수,주요옵션_선루프,주요옵션_헤드램프 (LED),주요옵션_주차감지센서,주요옵션_후방카메라,주요옵션_자동에어컨,주요옵션_스마트키,주요옵션_내비게이션,주요옵션_열선시트,주요옵션_통풍시트,주요옵션_가죽시트,교환_개수,판금_개수,부식_여부,교환_여부,판금_여부,외판수리_여부,보험이력_여부,사고종합_여부
41039835,0,78,3690,3,93138,3,17,1,1,1598,1,7,732,0,0,1,0,1,49,6,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41646550,0,3,3850,3,57202,5,2,8,1,111,6,5,267,0,0,1,0,1,47,5,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41560900,0,57,1599,6,102058,4,2,1,1,2199,0,9,972,0,0,1,0,1,40,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0
41534991,0,95,3360,3,35678,1,22,1,1,3470,0,7,636,0,0,1,0,1,48,7,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
40925596,0,68,4190,5,22425,4,1,1,1,2959,1,5,727,0,0,1,0,1,47,3,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41399309,0,39,490,11,191328,1,2,8,1,2359,3,5,144,0,0,1,11,1,39,2,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,1,0,1,1,1
41277239,0,68,3990,3,86932,4,17,1,1,2959,1,6,234,0,0,1,0,1,47,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41539338,0,74,2990,4,15356,4,19,13,1,1998,1,5,745,0,0,1,0,1,44,3,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41479916,0,95,3430,3,45850,4,22,1,1,2151,0,9,732,0,0,1,2,1,49,8,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
41530778,0,56,4190,2,21382,1,17,8,1,2497,1,6,133,0,0,1,0,1,50,5,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41516567,0,86,900,9,184823,1,2,1,1,2359,3,5,153,0,0,1,4,1,42,1,0,0,1,1,1,1,1,1,1,1,1,1,2,0,0,1,0,1,1,1
40310580,0,86,1330,10,60118,1,17,5,1,2359,3,5,309,0,0,1,1,1,43,5,3,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
41433049,0,64,590,13,160418,1,2,1,1,998,2,5,864,0,0,1,1,1,27,3,0,0,0,0,1,0,1,1,0,1,0,1,1,2,0,1,1,1,1,1
40324931,0,64,699,10,108457,1,21,8,1,998,2,5,110,0,0,1,0,1,24,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
41415478,0,12,2190,3,73349,3,22,1,1,1999,7,5,478,0,0,1,0,1,37,2,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0
41579911,0,64,420,14,180262,1,18,1,1,998,2,5,732,0,0,0,0,1,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,1,0,1
41441831,0,58,4550,2,22015,4,2,13,1,2151,0,9,968,0,0,1,0,1,51,8,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41522007,0,44,1479,3,41880,1,2,5,1,998,2,5,299,0,0,1,0,1,27,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1
41643591,0,7,380,14,170035,1,11,6,1,1998,7,5,197,0,0,1,0,1,25,0,0,0,0,0,1,1,1,0,1,1,0,1,2,0,0,1,0,1,0,1
41618428,0,86,1249,10,132330,1,22,6,1,3342,3,5,895,0,0,1,4,1,52,4,5,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41564200,0,16,790,10,168238,3,2,1,1,2359,3,5,567,0,0,1,2,1,39,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
41561699,0,55,1530,8,89894,4,22,8,1,2199,1,7,109,0,0,1,3,1,39,3,0,0,0,1,1,1,1,1,1,1,1,1,4,2,0,1,1,1,1,1
40025698,0,47,660,5,75048,1,22,6,1,998,2,2,308,0,0,1,3,1,12,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,1,1,1,1,1
41480011,0,74,2400,4,49626,4,22,1,1,1998,1,5,732,0,0,1,3,1,38,4,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
41513095,0,64,679,9,78550,1,18,6,1,998,2,2,895,0,0,0,0,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41576848,0,74,1999,4,82160,4,22,1,1,1998,1,5,10,0,0,1,3,1,38,4,0,0,0,1,1,1,1,1,1,1,1,1,4,2,0,1,1,1,1,1
41633485,0,18,3390,2,26915,3,2,5,1,1598,3,5,816,0,0,1,0,1,45,4,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41644989,0,13,440,16,163196,1,2,8,1,2656,3,5,254,0,0,1,6,1,44,0,0,1,0,0,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1
41583493,0,95,3390,3,55310,4,22,8,1,2151,0,7,135,0,0,1,1,1,50,5,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
41626055,0,88,570,12,98552,1,2,1,1,998,2,5,685,0,0,1,4,1,28,5,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1
41574936,0,88,277,13,95315,1,21,5,1,998,2,5,833,0,0,1,11,1,17,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
41581488,0,57,1550,7,132062,4,2,5,1,2199,0,7,907,0,0,1,7,1,44,5,0,0,1,1,1,1,1,1,0,1,1,1,5,2,0,1,1,1,1,1
41590032,0,5,520,11,83765,1,14,7,1,1591,6,5,879,0,0,1,2,1,26,0,0,0,0,0,1,1,1,0,1,1,0,1,2,0,0,1,0,1,1,1
41116194,0,88,420,14,80500,1,18,5,1,998,2,5,722,0,0,1,0,1,17,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,0,1,0,1,0,1
41631262,0,78,2480,5,74290,4,1,13,1,2151,1,7,968,0,0,1,0,1,43,4,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
40930456,0,78,3190,3,80730,4,17,8,1,2151,1,5,326,0,0,1,0,1,43,2,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41553078,0,90,890,10,191051,4,17,6,1,1995,1,5,197,0,0,1,1,1,28,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1
39169201,0,8,859,8,136832,0,19,5,1,1999,7,5,797,0,0,1,2,1,32,0,0,1,1,0,1,1,0,1,1,1,0,1,2,0,0,1,0,1,1,1
41648181,0,95,2970,3,69664,4,22,1,1,2151,0,9,732,0,0,1,1,1,48,7,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
41566426,0,9,1850,4,47182,1,17,8,1,1999,7,5,492,0,0,1,7,1,41,3,0,0,0,1,1,1,1,1,1,1,1,1,6,2,0,1,1,1,1,1
41601531,0,14,2340,6,58577,1,22,5,1,2497,3,5,500,0,0,1,2,1,48,3,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
41359587,0,64,399,13,170516,1,14,8,1,998,2,2,535,0,0,1,5,1,13,0,0,2,0,0,0,1,0,0,1,0,0,0,2,1,0,1,1,1,1,1
41615817,0,95,2930,5,54463,4,21,7,1,2151,0,7,731,0,0,1,0,1,47,4,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1
41101297,0,12,1839,6,88976,3,17,1,1,1999,7,5,82,0,0,1,2,1,47,4,0,0,1,1,1,1,1,1,1,1,1,1,5,0,0,1,0,1,1,1
41011379,0,28,1270,8,69389,3,17,5,1,1580,1,5,299,0,0,1,0,1,33,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41588732,0,87,1300,8,151551,3,2,5,1,2359,3,5,522,0,0,1,0,1,42,0,0,0,0,1,1,1,1,1,1,1,1,1,3,0,0,1,0,1,0,1
41513717,0,47,1000,5,65830,1,19,1,1,998,2,5,859,0,0,1,2,1,20,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1
41357341,0,92,1299,10,125053,1,22,5,1,3342,0,9,299,0,0,0,0,1,45,1,6,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1
40975605,0,14,2250,6,61987,1,19,1,1,2497,3,5,845,0,0,1,1,1,49,5,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
41294322,0,50,1500,9,160780,4,17,8,1,2959,1,5,337,0,0,1,4,1,43,2,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
39880098,0,50,1157,9,203002,4,2,8,1,2959,1,5,337,0,0,1,9,1,42,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
40366720,0,89,550,8,72964,1,14,1,0,998,2,2,843,0,0,1,0,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40902522,0,77,1750,7,103411,1,19,7,1,1999,1,5,324,0,0,1,0,1,37,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
40876092,0,68,4880,4,35271,4,2,1,1,2959,1,6,727,0,0,1,0,1,49,3,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
39064239,0,71,1690,8,101333,1,2,10,1,1998,7,5,28,0,0,1,4,1,47,2,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41183344,0,78,2990,4,32461,3,17,1,1,1598,1,7,932,0,0,1,0,1,43,2,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41183321,0,95,2720,4,75251,4,2,1,1,2151,0,9,10,0,0,1,1,1,40,4,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
40894434,0,74,2380,4,57752,1,22,10,1,1598,1,5,101,0,0,1,3,1,38,4,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41165111,0,78,1990,4,129865,4,22,6,1,2151,1,5,993,0,0,1,0,1,33,3,0,0,0,1,1,1,1,1,1,1,0,1,4,0,0,1,0,1,0,1
41120902,0,92,1190,8,148398,4,22,8,1,2199,0,9,251,0,0,1,3,1,40,3,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
41244318,0,9,2730,3,36738,1,2,1,1,1598,7,5,662,0,0,1,1,1,46,5,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41086304,0,68,2650,6,145318,4,2,1,1,2959,1,7,717,0,0,1,0,1,47,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41078286,0,58,4790,2,12276,4,2,1,1,2151,0,7,802,0,0,1,1,1,52,7,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41265623,0,62,2500,4,77952,3,22,8,1,1580,1,5,683,0,0,1,1,1,44,8,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
41232260,0,51,2700,3,50718,1,22,1,1,1598,1,5,859,0,0,1,2,1,42,4,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41232193,0,78,3730,5,61581,3,22,1,1,1598,1,5,859,0,0,1,0,1,49,6,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41290047,0,78,3199,5,55928,3,19,1,1,2151,1,7,331,0,0,1,0,1,49,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41216402,0,50,1740,8,144668,4,2,13,1,2959,1,7,934,0,0,1,5,1,46,4,0,0,1,0,1,1,1,1,1,1,1,1,2,0,0,1,0,1,1,1
41219514,0,66,1299,4,38005,1,22,1,1,998,2,5,718,0,0,1,3,1,32,2,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41214210,0,88,358,13,147136,1,17,13,1,998,2,5,509,0,0,1,3,1,23,3,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1
41214161,0,15,1970,6,139295,3,22,1,1,2359,3,5,87,0,0,1,5,1,48,3,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,1,0,1,1,1
41282392,0,92,850,11,175625,4,2,1,1,2199,0,9,567,0,0,1,6,1,43,0,0,0,0,0,1,1,1,1,1,1,1,1,3,0,0,1,0,1,1,1
41306042,0,31,3150,7,51540,1,2,2,1,3778,3,5,463,0,0,1,3,1,56,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41285001,0,55,1850,6,122836,4,22,1,1,1995,1,5,470,0,0,1,3,1,46,3,0,0,1,1,1,1,1,1,1,1,1,1,3,0,0,1,0,1,1,1
41291849,0,77,1620,6,78326,4,2,1,1,1598,1,5,331,0,0,1,0,1,34,2,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41480594,0,95,4350,4,33109,1,22,10,1,3470,0,9,147,0,0,1,3,1,47,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41323494,0,74,2680,4,60876,1,2,10,1,1598,1,5,702,0,0,1,2,1,45,5,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41273062,0,58,4220,2,41007,3,22,1,1,1598,0,9,495,0,0,1,0,1,47,5,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41269620,0,95,2980,5,93577,4,22,5,1,2151,0,9,684,0,0,1,0,1,48,6,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41450231,0,36,1980,7,11100,1,17,8,1,1591,7,5,14,0,0,1,0,1,46,3,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41457872,0,57,1350,7,131120,4,17,1,1,2199,0,9,491,0,0,1,3,1,41,2,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
41397394,0,47,8899,4,64695,1,22,1,1,998,2,5,640,0,0,1,1,1,24,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1
41368129,0,9,1599,6,122229,0,2,1,1,1999,7,5,874,0,0,1,0,1,38,3,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41360019,0,78,2690,4,67137,3,17,10,1,1598,1,7,788,0,0,1,0,1,43,2,0,0,0,1,1,1,1,1,1,1,1,1,3,0,0,1,0,1,0,1
41343438,0,69,1680,6,74661,4,19,8,1,1598,1,5,915,0,0,1,5,1,40,3,0,0,1,1,1,1,1,1,1,1,1,1,2,0,0,1,0,1,1,1
41325701,0,74,2920,4,24706,1,2,1,1,1598,1,5,12,0,0,1,3,1,47,3,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
41325389,0,3,3490,3,25905,5,17,1,1,111,6,5,234,0,0,1,0,1,41,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41321233,0,14,1430,5,140452,0,14,1,1,2999,3,5,461,0,0,1,2,1,29,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1
41567297,0,59,1290,8,71469,0,22,8,1,1999,0,7,41,0,0,1,6,1,38,2,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41557454,0,9,2290,5,77943,1,22,5,1,1999,7,5,929,0,0,1,0,1,45,7,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41566326,0,10,500,14,136184,3,22,10,1,1999,7,5,787,0,0,1,7,1,32,1,0,0,0,0,1,1,1,1,0,1,0,1,2,0,0,1,0,1,1,1
41322597,0,56,4190,2,44945,1,2,1,1,2497,1,7,570,0,0,1,0,1,51,7,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41321593,0,78,2730,4,52284,4,2,1,1,2151,1,6,920,0,0,1,0,1,43,4,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1
41550648,0,70,900,8,123927,4,17,10,1,1582,1,5,686,0,0,1,4,1,30,2,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1
41520750,0,78,2580,4,90273,4,17,1,1,2151,1,5,640,0,0,1,0,1,42,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41607635,0,78,3420,5,59283,4,22,1,1,2151,1,5,811,0,0,1,1,1,48,3,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
41608967,0,78,2600,5,112993,4,19,7,1,2151,1,5,684,0,0,1,0,1,48,4,0,0,1,1,1,1,1,1,1,1,1,1,0,2,0,0,1,1,0,1
41543722,0,55,1690,8,144444,4,19,8,1,2199,1,5,185,0,0,1,1,1,46,2,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
41486346,0,56,4700,2,32563,3,2,1,1,1598,1,5,447,0,0,1,0,1,50,4,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41619939,0,58,3590,1,30751,1,22,1,1,3470,0,7,668,0,0,1,2,1,47,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41619608,0,44,1880,1,5041,1,18,13,1,998,2,5,320,0,0,1,0,1,35,3,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41631096,0,33,639,9,130526,4,14,1,1,1582,6,5,927,0,0,1,2,1,31,3,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1
41606317,0,73,820,10,171532,4,2,1,1,1685,1,5,584,0,0,1,2,1,32,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1
41427445,0,69,1870,3,83942,1,22,8,1,1591,1,5,679,0,0,1,1,1,28,2,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1
41603809,0,68,4660,3,63948,4,22,8,1,2959,1,5,680,0,0,1,0,1,47,4,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41083782,0,95,8888,3,80159,1,2,8,1,3470,0,7,680,0,0,1,0,1,47,2,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41584169,0,34,2580,4,9865,1,22,8,1,1598,6,5,194,0,0,1,0,1,33,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41578256,0,49,1620,0,124,1,18,8,1,998,2,5,266,0,0,1,0,1,28,3,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
41553507,0,78,3280,3,64643,1,2,1,1,2497,1,5,208,0,0,1,1,1,47,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41534754,0,47,1350,5,24653,1,22,5,1,998,2,5,912,0,0,1,0,1,30,3,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
41531357,0,64,620,13,106466,1,22,5,1,998,2,5,975,0,0,1,6,1,22,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1
41621000,0,69,1730,4,98547,4,22,1,1,1598,1,5,173,0,0,1,0,1,37,4,0,0,0,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,0,1
41626386,0,34,9999,4,42832,1,22,1,1,1598,6,5,920,0,0,1,0,0,32,3,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
41646532,0,74,2490,4,83678,1,22,1,1,1598,1,5,470,0,0,1,1,1,45,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41625772,0,5,640,12,102904,1,2,1,1,1591,6,5,479,0,0,1,1,1,33,4,0,0,1,0,1,1,1,1,1,1,1,1,2,0,0,1,0,1,1,1
41456166,0,69,2190,4,65443,1,22,1,1,1591,1,5,177,0,0,1,0,1,44,5,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41587596,0,69,2220,4,28647,1,22,1,1,1591,1,5,230,0,0,1,0,1,41,3,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41486984,0,69,2450,4,64217,1,17,10,1,1591,1,5,232,0,0,1,1,1,42,6,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41478299,0,78,2580,4,69508,1,17,8,1,2497,1,6,482,0,0,1,0,1,43,4,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41484182,0,47,960,5,109780,1,21,1,1,998,2,5,640,0,0,1,0,1,23,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
41587876,0,58,4450,2,37225,4,2,1,1,2151,0,7,570,0,0,1,1,1,51,5,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41567976,0,62,3260,1,25248,3,17,1,1,1580,1,5,521,0,0,1,0,1,45,3,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41559549,0,0,4190,0,4967,5,22,8,1,237,1,5,18,0,0,1,0,1,47,5,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41552732,0,8,730,10,161360,1,11,7,1,1999,7,5,333,0,0,1,5,1,22,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
41541794,0,34,1259,4,145729,1,22,8,1,1598,6,5,486,0,0,1,0,1,33,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
40961671,0,9,1740,5,84382,1,2,10,1,1999,7,5,943,0,0,1,4,1,38,2,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
40937074,0,74,2390,4,98807,1,22,1,1,1598,1,5,896,0,0,1,0,1,41,5,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
40979194,0,78,3190,3,74334,3,17,1,1,1598,1,7,161,0,0,1,0,1,43,2,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
40891241,0,77,1150,7,114063,4,14,7,1,1995,1,5,333,0,0,1,7,1,31,2,0,1,0,0,1,0,0,0,1,1,1,1,3,1,0,1,1,1,1,1
40918490,0,68,5120,4,45212,4,22,1,1,2959,1,6,55,0,0,1,0,1,49,4,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
40925408,0,92,1350,9,97783,4,17,13,1,2199,0,9,757,0,0,1,1,1,37,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
40669509,0,38,2830,2,21835,3,11,1,1,1999,7,5,874,0,0,1,0,1,41,2,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41433854,0,73,1490,8,99488,4,22,8,1,1995,1,5,450,0,0,1,0,1,38,4,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1
41407469,0,78,3350,5,63047,4,2,1,1,2151,1,5,175,0,0,1,1,1,48,4,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41404804,0,17,1620,4,122694,0,17,1,1,3470,3,5,504,0,0,1,2,1,38,1,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,1,0,1,1,1
41386320,0,36,1270,7,142870,1,22,5,1,1999,7,5,684,0,0,1,1,1,38,2,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41155848,0,92,1460,11,89624,4,22,10,1,2199,0,9,366,0,0,1,0,1,44,2,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41151022,0,58,3620,1,49011,4,22,1,1,2151,0,9,212,0,0,1,1,1,46,2,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41149062,0,85,1450,6,67572,1,22,6,1,1598,6,5,35,0,0,1,1,1,32,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41142305,0,78,2650,4,25982,4,17,10,1,2151,1,7,438,0,0,1,0,1,30,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
41122014,0,95,1850,5,178451,4,2,1,1,2151,0,9,718,0,0,1,1,1,38,3,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41102597,0,50,1990,8,127913,4,2,5,1,2959,1,7,593,0,0,1,3,1,46,4,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41246655,0,95,3220,3,67368,4,21,4,1,2151,0,9,682,0,0,1,0,1,46,2,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
40962524,0,68,3790,5,53136,4,2,1,1,2959,1,7,488,0,0,1,0,1,48,2,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41243729,0,7,550,13,133240,1,22,1,1,1999,7,5,776,0,0,1,1,1,33,2,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1
41243523,0,58,4250,2,40008,4,22,8,1,2151,0,7,200,0,0,1,0,1,49,4,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41198126,0,56,4030,2,14929,3,22,8,1,1598,1,5,111,0,0,1,0,1,47,4,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
40963298,0,9,2379,6,73755,1,17,7,1,1999,7,5,600,0,0,1,0,1,46,3,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
40972229,0,95,3990,4,37725,1,2,1,1,3470,0,9,920,0,0,1,0,1,50,2,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41455223,0,14,1680,6,113872,1,2,8,1,2497,3,5,267,0,0,1,3,1,43,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41018151,0,86,1330,9,143004,1,22,5,1,2359,3,5,494,0,0,1,1,1,47,3,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41534420,0,9,1870,4,85742,0,2,1,1,1999,7,5,619,0,0,1,0,1,35,1,0,0,0,1,1,1,1,1,1,1,1,1,0,2,0,0,1,1,0,1
41429351,0,57,1600,7,138780,4,22,1,1,2199,0,7,799,0,0,1,5,1,42,3,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
41636734,0,85,1190,7,87943,1,17,1,1,1598,6,5,477,0,0,1,0,1,29,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
41295382,0,7,487,14,152825,0,22,5,1,1999,7,5,950,0,0,1,0,1,19,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
41658864,0,95,2100,5,163008,4,22,1,1,2151,0,9,523,0,0,1,0,1,41,8,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41528724,0,88,490,11,62728,1,18,1,1,998,2,5,212,0,0,1,4,1,16,2,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1
