매물ID,제조사,모델,현재가격,차량연령,주행거리_km,연료,색상,지역,변속기,배기량,차급,좌석수,상사명,압류건수,저당건수,보험이력공개여부,보험이력건수,성능점검유형,옵션_기본코드 개수,옵션_선택코드 개수,옵션_튜닝코드 개수,옵션_기타개수,주요옵션_선루프,주요옵션_헤드램프 (LED),주요옵션_주차감지센서,주요옵션_후방카메라,주요옵션_자동에어컨,주요옵션_스마트키,주요옵션_내비게이션,주요옵션_열선시트,주요옵션_통풍시트,주요옵션_가죽시트,교환_개수,판금_개수,부식_여부,교환_여부,판금_여부,외판수리_여부,보험이력_여부,사고종합_여부
41535079,0,78,3190,4,118241,3,2,1,1,1598,1,6,578,0,0,1,1,1,48,3,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41057634,0,9,2800,4,31481,1,2,1,1,1598,7,5,578,0,0,1,0,1,47,5,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1
41613255,0,95,2599,4,126332,4,22,1,1,2151,0,9,325,0,0,1,0,1,40,5,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1
41568247,0,17,2099,3,125033,0,2,1,1,3470,3,5,419,0,0,1,2,1,49,3,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41585240,0,31,3450,6,43648,1,2,1,1,3778,3,5,419,0,0,1,0,1,57,3,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41387720,0,95,3950,3,30636,4,22,1,1,2151,0,9,325,0,0,1,0,1,49,7,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41173079,0,68,3609,5,73485,4,1,1,1,2959,1,5,939,0,0,1,0,1,47,4,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
39740343,0,95,3770,4,35086,1,2,1,1,3470,0,9,419,0,0,1,1,1,47,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41612554,0,4,5530,2,28094,5,22,1,1,180,1,7,419,0,0,1,0,1,51,2,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41480873,0,32,4150,1,68661,5,19,1,1,120,7,5,419,0,0,1,0,1,48,7,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41554715,0,14,2499,6,65811,1,22,5,1,2497,3,5,361,0,0,1,4,1,49,5,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41546077,0,58,9999,1,9917,4,11,1,1,2151,0,9,900,0,0,1,0,1,52,7,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41518809,0,57,2109,7,138156,1,2,1,1,3342,0,9,939,0,0,1,1,1,47,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41575761,0,56,4790,2,23915,3,22,1,1,1598,1,7,900,0,0,1,0,1,50,7,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41568124,0,57,1680,6,123053,4,22,1,1,2199,0,9,920,0,0,1,3,1,43,4,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41550892,0,79,649,14,155366,4,2,1,1,1995,1,7,325,0,0,1,2,1,37,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1
41541435,0,74,2030,3,28582,1,2,8,1,1598,1,5,680,0,0,1,1,1,25,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1
41507766,0,56,5990,0,7688,3,22,1,1,1598,1,6,900,0,0,1,0,1,51,9,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41498637,0,18,2420,4,73310,3,17,8,1,1598,3,5,680,0,0,1,1,1,45,2,0,0,0,1,1,1,1,1,1,1,1,1,0,3,0,0,1,1,1,1
41498621,0,74,3420,4,25320,1,19,8,1,1598,1,5,680,0,0,1,0,1,46,3,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41499311,0,56,9999,1,19511,3,22,1,1,1598,1,6,900,0,0,1,0,1,51,6,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41411246,0,76,850,14,86129,1,22,1,1,1998,1,5,419,0,0,1,0,1,37,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0
41636213,0,55,1620,8,126959,4,22,1,1,2199,1,5,557,0,0,1,7,1,37,1,0,0,0,1,1,1,1,1,1,1,1,1,4,0,0,1,0,1,1,1
40973877,0,93,559,11,138952,0,11,1,1,1999,0,7,894,0,0,1,7,1,23,1,0,0,0,0,1,1,0,0,1,1,0,1,7,2,0,1,1,1,1,1
41235250,0,57,2680,7,103020,1,22,8,1,3342,0,9,36,0,0,1,0,1,48,0,2,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41553772,0,29,1999,6,54280,5,22,1,1,180,1,5,211,0,0,1,0,1,35,2,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0
41142233,0,47,1199,5,55093,1,22,1,1,998,2,5,894,0,0,1,1,1,30,3,1,3,0,0,1,1,1,1,1,1,0,1,2,1,0,1,1,1,1,1
41545439,0,95,3699,4,61532,4,22,1,1,2151,0,7,211,0,0,1,1,1,48,6,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
41538944,0,92,1299,9,81197,4,2,1,1,2199,0,9,211,0,0,1,0,1,39,2,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41338362,0,44,1099,3,20052,1,22,1,1,998,2,5,894,0,0,1,1,1,22,0,0,0,0,0,1,1,0,0,1,1,0,0,4,2,0,1,1,1,1,1
41456641,0,95,3790,5,101700,1,22,8,1,3470,0,9,36,0,0,1,1,1,49,0,4,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
41450673,0,35,540,11,162692,1,2,1,1,1999,7,5,445,0,0,1,8,0,35,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41595011,0,73,1060,8,167091,4,22,1,1,1685,1,5,445,0,0,1,4,1,35,3,0,0,1,0,1,1,1,1,1,1,0,1,2,2,0,1,1,1,1,1
41557715,0,88,460,11,78772,1,21,1,1,998,2,5,445,0,0,1,3,0,22,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1
41458136,0,74,2830,3,42189,4,22,4,1,1998,1,5,21,0,0,1,0,1,43,3,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41260833,0,78,3520,4,83250,3,22,4,1,1598,1,5,21,0,0,1,1,1,49,6,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41616722,0,69,1720,4,47958,1,22,4,1,1591,1,5,21,0,0,1,2,1,29,3,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1
41624487,0,9,1690,6,90699,1,22,8,1,1999,7,5,659,0,0,1,7,1,39,5,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41305945,0,100,990,34,196409,1,8,1,0,1323,4,5,952,0,0,1,2,1,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
41285990,0,50,1350,9,190550,4,2,11,1,2959,1,5,541,0,0,1,2,1,39,0,0,0,0,0,1,1,1,1,1,1,1,1,3,0,0,1,0,1,1,1
41250719,0,58,3299,2,25946,1,13,1,1,3470,0,9,894,0,0,1,0,1,47,4,0,0,1,1,1,1,1,1,1,1,1,1,4,1,0,1,1,1,0,1
41585037,0,44,998,3,69780,1,22,1,1,998,2,2,894,0,0,1,0,1,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
41385010,0,95,2499,4,61483,4,22,1,1,2151,0,11,894,0,0,1,0,1,36,0,0,1,0,1,1,1,0,1,1,1,1,1,2,0,0,1,0,1,0,1
41081406,0,57,1470,7,121672,4,2,5,1,2199,0,9,427,0,0,1,6,1,43,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
41492036,0,1,4290,0,557,5,13,5,1,150,6,5,427,0,0,1,0,1,45,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41624467,0,88,480,14,118841,1,17,5,1,998,2,5,427,0,0,1,5,1,30,6,0,0,1,0,1,1,1,1,1,1,0,1,2,0,0,1,0,1,1,1
41587693,0,92,1099,10,116066,4,22,1,1,2199,0,9,894,0,0,1,5,1,41,2,0,0,1,0,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1
41462245,0,95,3080,5,74477,4,22,5,1,2151,0,7,427,0,0,1,1,1,46,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41430386,0,29,1670,4,140419,5,14,8,1,180,1,5,915,0,0,1,0,1,43,2,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41547427,0,24,299,16,90616,1,22,1,1,999,2,5,325,0,0,1,0,1,17,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1
41655750,0,69,2150,6,42303,1,22,5,1,1591,1,5,427,0,0,1,1,1,41,3,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41570292,0,3,3190,4,59565,5,17,5,1,111,6,5,427,0,0,1,2,1,45,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41536002,0,95,2990,5,73374,1,2,1,1,3470,0,7,900,0,0,1,1,1,48,5,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41531029,0,44,1190,3,30308,1,22,5,1,998,2,2,427,0,0,1,0,1,20,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
39358443,0,92,1790,8,70415,4,22,0,1,2199,0,7,465,0,0,1,2,1,39,3,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41535766,0,95,2690,5,117463,4,14,13,1,2151,0,9,959,0,0,1,2,1,48,5,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41535681,0,85,1340,7,69312,1,22,13,1,1598,6,5,959,0,0,1,0,1,39,2,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41612914,0,46,2240,4,48630,3,17,8,1,1580,1,5,680,0,0,1,0,1,44,3,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41461537,0,95,2970,4,112418,4,22,8,1,2151,0,9,679,0,0,1,0,1,49,4,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41633082,0,95,8888,4,55839,4,22,8,1,2151,0,9,680,0,0,1,2,1,50,3,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
41583983,0,73,850,8,212275,4,19,1,1,1685,1,5,445,0,0,1,2,1,30,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1
41442880,0,46,1390,6,181685,3,19,1,1,1580,1,5,445,0,0,1,0,1,40,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1
41619318,0,73,760,10,227489,4,22,1,1,1685,1,5,445,0,0,1,1,0,35,3,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1
41474334,0,92,890,9,177502,4,22,12,1,2199,0,9,4,0,0,1,4,1,38,2,0,0,0,0,1,1,1,1,1,1,1,1,5,0,0,1,0,1,1,1
41066260,0,90,1690,9,77994,4,22,1,1,1995,1,5,76,0,0,1,0,1,47,2,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41297040,0,9,2090,6,58002,1,17,1,1,1999,7,5,76,0,0,1,2,1,40,2,0,0,0,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1
41299194,0,43,5550,3,36774,1,2,4,1,3778,3,5,21,0,0,1,5,1,56,2,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41449934,0,1,4499,0,7487,5,22,4,1,237,6,5,21,0,0,1,1,1,46,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41267310,0,43,6090,1,45301,1,2,4,1,3778,3,5,21,0,0,1,0,1,56,2,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41583898,0,95,3090,5,71728,1,22,4,1,3470,0,7,21,0,0,1,2,1,50,5,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41191145,0,53,4290,1,2760,3,19,4,1,1598,1,5,21,0,0,0,0,1,47,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41195245,0,51,2770,1,20528,1,22,4,1,1598,1,5,21,0,0,1,0,1,38,4,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41396877,0,89,980,8,52090,0,18,4,1,998,2,5,21,0,0,1,4,1,27,3,0,0,0,0,1,1,0,1,1,1,0,1,4,0,0,1,0,1,1,1
41584577,0,57,1680,7,131628,4,11,4,1,2199,0,9,21,0,0,1,0,1,46,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41659333,0,78,3550,3,72876,3,22,4,1,1598,1,5,21,0,0,1,0,1,48,5,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41615050,0,40,4220,1,10657,1,22,4,1,2497,3,5,21,0,0,1,0,1,50,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41406133,0,50,2070,7,120122,4,2,0,1,2959,1,7,465,0,0,1,2,1,45,3,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41115053,0,85,1230,7,62752,1,14,0,1,1598,6,5,465,0,0,1,4,1,23,2,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1
41357197,0,79,580,15,168701,4,11,0,1,1995,1,7,465,0,0,1,4,1,34,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
41115994,0,88,430,11,138046,1,22,0,1,998,2,5,465,0,0,1,11,1,14,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
41625162,0,90,1280,11,151881,4,17,0,1,2199,1,7,465,0,0,1,3,0,43,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41637872,0,51,2120,3,35731,1,17,8,1,1999,1,5,679,0,0,1,0,1,29,1,0,0,0,0,1,1,0,1,0,1,0,1,0,2,0,0,1,1,0,1
41612945,0,51,9999,2,22682,1,22,8,1,1999,1,5,680,0,0,1,1,1,29,2,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1
41591947,0,56,3990,2,24351,3,22,8,1,1598,1,5,679,0,0,1,0,1,45,6,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41624661,0,51,2110,2,26851,1,22,8,1,1598,1,5,680,0,0,1,0,1,32,4,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
38372187,0,86,1599,8,38978,1,22,1,1,2359,3,5,894,0,0,1,0,1,49,2,0,0,0,1,1,1,1,1,1,1,1,1,4,2,0,1,1,1,0,1
41622335,0,34,1250,4,79233,1,22,1,1,1598,6,5,894,0,0,1,0,1,32,4,0,0,0,0,1,1,1,1,1,1,0,1,6,0,0,1,0,1,0,1
41649413,0,69,1780,3,85519,1,17,1,1,1591,1,5,894,0,0,1,3,1,40,2,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,1,0,1,1,1
41382309,0,18,3150,4,50634,3,2,8,1,1598,3,5,680,0,0,1,3,1,51,7,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
41591471,0,57,1490,6,148538,4,2,5,1,2199,0,9,427,0,0,1,1,1,44,3,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41508484,0,78,3400,4,42731,3,17,7,1,1598,1,5,804,0,0,1,0,1,42,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0
41595027,0,18,3450,4,22351,3,2,7,1,1598,3,5,804,0,0,1,0,1,45,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41533642,0,11,1190,10,118652,3,2,1,1,1999,7,5,578,0,0,1,3,1,39,5,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
41572526,0,46,1690,6,118168,3,2,1,1,1580,1,5,578,0,0,1,1,1,38,3,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
40877192,0,5,370,11,199616,4,17,4,1,1582,6,5,21,0,0,1,2,1,26,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1
39374974,0,48,660,10,96412,2,18,4,1,998,2,5,21,0,0,1,2,1,27,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1
41553913,0,31,2350,7,134137,1,2,1,1,3342,3,5,567,0,0,1,1,1,53,2,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41598432,0,78,2600,5,138373,4,22,1,1,2151,1,6,567,0,0,1,0,1,48,6,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41619834,0,77,1499,7,166655,4,22,1,1,1995,1,5,567,0,0,1,0,1,44,3,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41638846,0,51,1900,3,82258,1,22,1,1,1598,1,5,567,0,0,1,0,1,30,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
40644903,0,66,1099,5,19541,1,8,1,1,998,2,5,894,0,0,1,3,1,34,4,0,0,1,0,1,1,1,1,1,1,1,1,0,2,0,0,1,1,1,1
41498613,0,78,3530,3,86482,3,17,8,1,1598,1,5,679,0,0,1,2,1,47,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41591917,0,95,2480,5,87366,4,21,8,1,2151,0,9,680,0,0,1,2,1,38,3,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,1,0,1,1,1
41605352,0,78,3420,3,38522,1,2,1,1,2497,1,6,156,0,0,1,0,1,48,4,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41645969,0,78,2970,4,74814,3,19,8,1,1598,1,6,680,0,0,1,1,1,44,5,0,0,1,1,1,1,1,1,1,1,1,1,1,3,0,1,1,1,1,1
41641395,0,95,3090,5,68101,4,2,8,1,2151,0,9,680,0,0,1,0,1,46,4,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
40918927,0,79,480,15,180589,4,17,5,1,2199,1,7,468,0,0,1,4,1,34,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41517171,0,97,5299,0,3912,1,9,5,1,2497,8,5,468,0,0,1,0,1,46,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41258308,0,28,1530,8,104370,3,19,5,1,1580,1,5,468,0,0,1,3,1,40,4,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41645711,0,75,2990,3,54860,3,22,1,1,1598,1,5,527,0,0,1,0,1,45,5,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41270852,0,49,1590,2,17030,1,17,1,1,998,2,5,527,0,0,1,0,1,32,5,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
40969179,0,71,1940,7,87370,1,8,6,1,3342,7,5,603,0,0,1,10,1,49,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
41526220,0,17,1650,4,222540,0,17,6,1,3470,3,5,503,0,0,1,0,1,41,2,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41373529,0,29,1370,7,182320,5,22,6,1,0,1,5,503,0,0,1,0,1,38,3,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41363454,0,8,760,10,173350,1,2,6,1,1999,7,5,503,0,0,1,0,1,32,2,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1
41618658,0,18,2330,4,133450,3,2,6,1,1598,3,5,503,0,0,1,0,1,47,3,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41582551,0,90,950,11,203010,4,2,6,1,1995,1,5,503,0,0,1,0,1,45,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1
41601547,0,78,3333,3,22904,1,22,2,1,2497,1,5,552,0,0,1,0,1,47,5,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41625112,0,29,2350,4,26024,5,11,2,1,180,1,5,552,0,0,1,0,1,43,2,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41652136,0,4,6130,2,20243,5,22,2,1,180,1,6,552,0,0,1,2,1,52,2,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41299148,0,68,3270,5,118069,4,2,1,1,2959,1,6,38,0,0,1,1,1,49,2,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41637072,0,71,1900,8,112783,1,2,1,1,3342,7,5,38,0,0,1,5,1,49,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41658367,0,71,2250,7,66965,1,19,1,1,1998,7,5,38,0,0,1,5,1,49,5,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
41605020,0,9,2250,5,38108,1,2,1,1,1598,7,5,38,0,0,1,4,1,45,4,0,0,0,1,1,1,1,1,1,1,1,1,3,1,0,1,1,1,1,1
41145816,0,68,3390,6,86729,4,2,1,1,2959,1,6,133,0,0,1,1,1,49,2,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41444632,0,74,2590,3,91116,4,22,1,1,1998,1,5,133,0,0,1,3,1,46,4,0,0,1,1,1,1,1,1,1,1,1,1,2,2,0,1,1,1,1,1
41037521,0,69,1850,5,46288,1,22,1,1,1591,1,5,133,0,0,1,5,1,40,3,0,0,1,1,1,1,1,1,1,1,1,1,2,2,0,1,1,1,1,1
41578913,0,89,790,8,36043,1,22,8,1,998,2,5,274,0,0,1,2,1,23,0,2,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1
41314398,0,36,1050,7,156850,1,2,1,1,1999,7,5,133,0,0,1,0,1,42,3,0,0,0,1,1,1,1,1,1,1,1,1,3,5,0,1,1,1,0,1
41515292,0,40,3766,1,45959,1,2,5,1,2497,3,5,159,0,0,1,7,1,53,0,0,1,1,1,1,1,1,1,1,1,1,1,4,3,0,1,1,1,1,1
41525592,0,47,699,7,73184,1,22,4,1,998,2,2,65,0,0,1,3,1,15,1,0,0,0,0,1,0,0,0,0,0,0,1,3,2,0,1,1,1,1,1
41374972,0,95,2980,3,14356,1,2,8,1,3470,0,9,680,0,0,1,0,1,45,3,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41616852,0,95,9999,4,59170,4,22,8,1,2151,0,9,679,0,0,1,0,1,50,7,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
40947165,0,9,2320,5,71384,1,17,1,1,1598,7,5,165,0,0,1,2,1,47,6,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
40920334,0,58,6400,1,5482,4,14,8,1,2151,0,9,220,0,0,1,0,1,50,5,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41130511,0,14,2350,6,85992,1,2,1,1,2497,3,5,165,0,0,1,4,1,48,4,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41167331,0,58,6650,1,3768,4,2,8,1,2151,0,7,220,0,0,1,0,1,52,7,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41077006,0,58,6550,1,5074,4,14,8,1,2151,0,7,220,0,0,1,0,1,52,6,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41018811,0,12,2100,6,136051,3,19,1,1,1999,7,5,165,0,0,1,2,1,46,4,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
40756590,0,92,1580,8,57219,4,22,7,1,2199,0,9,804,0,0,1,0,1,35,2,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41603146,0,69,2130,6,46713,1,22,5,1,1591,1,5,637,0,0,1,2,1,41,3,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41647538,0,78,3150,3,90751,4,22,5,1,2151,1,5,637,0,0,1,0,1,48,4,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41545005,0,89,900,9,38497,1,18,5,1,998,2,5,981,0,0,1,0,1,28,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
41068158,0,95,2770,3,75520,4,17,7,1,2151,0,9,47,0,0,1,0,1,39,3,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41649698,0,9,9990,4,29186,1,2,7,1,1999,7,5,47,0,0,1,0,0,39,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41534899,0,63,2440,2,116429,5,17,7,1,180,1,5,904,0,0,1,3,1,47,6,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
41027670,0,54,780,12,165859,4,19,1,1,1995,1,5,780,0,0,1,1,1,37,1,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,1,0,1,1,1
41640728,0,77,1940,7,85519,1,19,1,1,1999,1,5,780,0,0,1,0,1,44,3,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0
41499843,0,73,1080,10,88213,4,19,1,1,1685,1,5,780,0,0,1,2,1,34,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1
41435592,0,69,1880,4,88428,1,22,1,1,1591,1,5,780,0,0,1,3,1,39,3,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41145711,0,53,4220,1,7372,3,17,7,1,1598,1,5,646,0,0,1,0,1,47,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41277225,0,58,5520,1,6685,4,2,7,1,2151,0,9,646,0,0,1,0,1,51,7,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41342328,0,58,5520,1,5439,4,14,7,1,2151,0,7,646,0,0,1,0,1,51,6,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41574604,0,88,380,13,107465,1,18,1,1,998,2,5,824,0,0,1,1,1,14,2,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
41574571,0,74,2700,2,45563,4,22,1,1,1998,1,5,824,0,0,1,0,1,39,5,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41460372,0,14,2150,6,70340,1,2,1,1,2497,3,5,824,0,0,1,1,1,46,3,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
41602969,0,48,450,10,149784,1,11,1,1,998,2,5,824,0,0,1,2,1,23,2,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1
