매물ID,모델,현재가격,제조사_기아,주행거리_km,배기량,좌석수,차량연령,사고강도점수,변속기,연료_LPG,연료_가솔린,연료_하이브리드,연료_디젤,연료_전기,색상_흰색,색상_검정색,색상_은색,색상_기타,차급_SUV,차급_세단,주요옵션_선루프,주요옵션_헤드램프 (LED),주요옵션_주차감지센서,주요옵션_후방카메라,주요옵션_자동에어컨,주요옵션_스마트키,주요옵션_내비게이션,주요옵션_열선시트,주요옵션_통풍시트,주요옵션_가죽시트
41039835,쏘렌토 4세대,3690,1,93138,1598,7,3,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
41646550,EV6,3850,1,57202,111,5,3,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
41560900,더 뉴 카니발,1599,1,102058,2199,9,6,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1
41534991,카니발 4세대,3360,1,35678,3470,7,3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
40925596,모하비 더 마스터,4190,1,22425,2959,5,5,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1
41399309,더 뉴 K7,490,1,191328,2359,5,11,15,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1
41277239,모하비 더 마스터,3990,1,86932,2959,6,3,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
41539338,스포티지 5세대,2990,1,15356,1998,5,4,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1
41479916,카니발 4세대,3430,1,45850,2151,9,3,5,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
41530778,더 뉴 쏘렌토 4세대,4190,1,21382,2497,6,2,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
41516567,올 뉴 K7,900,1,184823,2359,5,9,8,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
40310580,올 뉴 K7,1330,1,60118,2359,5,10,3,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1
41433049,레이,590,1,160418,998,5,13,5,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1
40324931,레이,699,1,108457,998,5,10,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1
41415478,K5 하이브리드 3세대,2190,1,73349,1999,5,3,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1
41579911,레이,420,1,180262,998,5,14,3,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
41441831,더 뉴 카니발 4세대,4550,1,22015,2151,9,2,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1
41522007,더 뉴 기아 레이,1479,1,41880,998,5,3,2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1
41643591,K5,380,1,170035,1998,5,14,4,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1
41618428,올 뉴 K7,1249,1,132330,3342,5,10,4,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1
41564200,K7 하이브리드,790,1,168238,2359,5,10,5,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1
41561699,더 뉴 쏘렌토,1530,1,89894,2199,7,8,13,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
40025698,더 뉴 레이,660,1,75048,998,2,5,10,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
41480011,스포티지 5세대,2400,1,49626,1998,5,4,4,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41513095,레이,679,1,78550,998,2,9,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
41576848,스포티지 5세대,1999,1,82160,1998,5,4,13,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41633485,K8 하이브리드,3390,1,26915,1598,5,2,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1
41644989,K7,440,1,163196,2656,5,16,10,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1
41583493,카니발 4세대,3390,1,55310,2151,7,3,4,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
41626055,올 뉴 모닝,570,1,98552,998,5,12,6,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1
41574936,올 뉴 모닝,277,1,95315,998,5,13,11,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1
41581488,더 뉴 카니발,1550,1,132062,2199,7,7,19,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1
41590032,K3,520,1,83765,1591,5,11,6,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1
41116194,올 뉴 모닝,420,1,80500,998,5,14,4,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
41631262,쏘렌토 4세대,2480,1,74290,2151,7,5,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1
40930456,쏘렌토 4세대,3190,1,80730,2151,5,3,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
41553078,올 뉴 쏘렌토,890,1,191051,1995,5,10,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1
39169201,K5 2세대,859,1,136832,1999,5,8,6,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1
41648181,카니발 4세대,2970,1,69664,2151,9,3,3,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41566426,K5 3세대,1850,1,47182,1999,5,4,21,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1
41601531,K7 프리미어,2340,1,58577,2497,5,6,4,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
41359587,레이,399,1,170516,998,2,13,10,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
41615817,카니발 4세대,2930,1,54463,2151,7,5,2,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1
41101297,K5 하이브리드 3세대,1839,1,88976,1999,5,6,12,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
41011379,니로,1270,1,69389,1580,5,8,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1
41588732,올 뉴 K7 하이브리드,1300,1,151551,2359,5,8,6,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1
41513717,더 뉴 레이,1000,1,65830,998,5,5,3,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1
41357341,올 뉴 카니발,1299,1,125053,3342,9,10,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
40975605,K7 프리미어,2250,1,61987,2497,5,6,4,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1
41294322,더 뉴 모하비,1500,1,160780,2959,5,9,7,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1
39880098,더 뉴 모하비,1157,1,203002,2959,5,9,10,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
40366720,올 뉴 모닝 (JA),550,1,72964,998,2,8,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
40902522,스포티지 더 볼드,1750,1,103411,1999,5,7,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1
40876092,모하비 더 마스터,4880,1,35271,2959,6,4,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1
39064239,스팅어,1690,1,101333,1998,5,8,4,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
41183344,쏘렌토 4세대,2990,1,32461,1598,7,4,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
41183321,카니발 4세대,2720,1,75251,2151,9,4,3,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1
40894434,스포티지 5세대,2380,1,57752,1598,5,4,3,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41165111,쏘렌토 4세대,1990,1,129865,2151,5,4,8,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1
41120902,올 뉴 카니발,1190,1,148398,2199,9,8,4,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1
41244318,K5 3세대,2730,1,36738,1598,5,3,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
41086304,모하비 더 마스터,2650,1,145318,2959,7,6,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41078286,더 뉴 카니발 4세대,4790,1,12276,2151,7,2,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1
41265623,디 올 뉴 니로,2500,1,77952,1580,5,4,3,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41232260,더 뉴 셀토스,2700,1,50718,1598,5,3,2,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41232193,쏘렌토 4세대,3730,1,61581,1598,5,5,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
41290047,쏘렌토 4세대,3199,1,55928,2151,7,5,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1
41216402,더 뉴 모하비,1740,1,144668,2959,7,8,9,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1
41219514,모닝 어반 (JA),1299,1,38005,998,5,4,3,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
41214210,올 뉴 모닝,358,1,147136,998,5,13,3,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1
41214161,K7 프리미어 하이브리드,1970,1,139295,2359,5,6,9,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
41282392,올 뉴 카니발,850,1,175625,2199,9,11,12,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
41306042,더 K9,3150,1,51540,3778,5,7,3,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
41285001,더 뉴 쏘렌토,1850,1,122836,1995,5,6,9,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
41291849,스포티지 더 볼드,1620,1,78326,1598,5,6,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
41480594,카니발 4세대,4350,1,33109,3470,9,4,3,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41323494,스포티지 5세대,2680,1,60876,1598,5,4,2,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1
41273062,더 뉴 카니발 4세대,4220,1,41007,1598,9,2,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
41269620,카니발 4세대,2980,1,93577,2151,9,5,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41450231,더 뉴 K5 2세대,1980,1,11100,1591,5,7,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
41457872,더 뉴 카니발,1350,1,131120,2199,9,7,5,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1
41397394,더 뉴 레이,8899,1,64695,998,5,4,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0
41368129,K5 3세대,1599,1,122229,1999,5,6,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1
41360019,쏘렌토 4세대,2690,1,67137,1598,7,4,6,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
41343438,셀토스,1680,1,74661,1598,5,6,9,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1
41325701,스포티지 5세대,2920,1,24706,1598,5,4,4,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1
41325389,EV6,3490,1,25905,111,5,3,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1
41321233,K7 프리미어,1430,1,140452,2999,5,5,4,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1
41567297,더 뉴 카렌스,1290,1,71469,1999,7,8,6,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
41557454,K5 3세대,2290,1,77943,1999,5,5,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
41566326,K5 하이브리드,500,1,136184,1999,5,14,11,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1
41322597,더 뉴 쏘렌토 4세대,4190,1,44945,2497,7,2,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1
41321593,쏘렌토 4세대,2730,1,52284,2151,6,4,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41550648,스토닉,900,1,123927,1582,5,8,5,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1
41520750,쏘렌토 4세대,2580,1,90273,2151,5,4,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
41607635,쏘렌토 4세대,3420,1,59283,2151,5,5,2,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
41608967,쏘렌토 4세대,2600,1,112993,2151,5,5,2,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1
41543722,더 뉴 쏘렌토,1690,1,144444,2199,5,8,2,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1
41486346,더 뉴 쏘렌토 4세대,4700,1,32563,1598,5,2,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41619939,더 뉴 카니발 4세대,3590,1,30751,3470,7,1,2,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41619608,더 뉴 기아 레이,1880,1,5041,998,5,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
41631096,더 뉴 K3,639,1,130526,1582,5,9,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1
41606317,스포티지 4세대,820,1,171532,1685,5,10,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1
41427445,셀토스,1870,1,83942,1591,5,3,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1
41603809,모하비 더 마스터,4660,1,63948,2959,5,3,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
41083782,카니발 4세대,8888,1,80159,3470,7,3,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41584169,더 뉴 K3 2세대,2580,1,9865,1598,5,4,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
41578256,더 뉴 모닝 (JA),1620,1,124,998,5,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0
41553507,쏘렌토 4세대,3280,1,64643,2497,5,3,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1
41534754,더 뉴 레이,1350,1,24653,998,5,5,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
41531357,레이,620,1,106466,998,5,13,9,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1
41621000,셀토스,1730,1,98547,1598,5,4,5,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41626386,더 뉴 K3 2세대,9999,1,42832,1598,5,4,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
41646532,스포티지 5세대,2490,1,83678,1598,5,4,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41625772,K3,640,1,102904,1591,5,12,5,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
41456166,셀토스,2190,1,65443,1591,5,4,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
41587596,셀토스,2220,1,28647,1591,5,4,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41486984,셀토스,2450,1,64217,1591,5,4,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
41478299,쏘렌토 4세대,2580,1,69508,2497,6,4,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
41484182,더 뉴 레이,960,1,109780,998,5,5,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1
41587876,더 뉴 카니발 4세대,4450,1,37225,2151,7,2,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41567976,디 올 뉴 니로,3260,1,25248,1580,5,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
41559549,EV3,4190,1,4967,237,5,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41552732,K5 2세대,730,1,161360,1999,5,10,5,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1
41541794,더 뉴 K3 2세대,1259,1,145729,1598,5,4,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
40961671,K5 3세대,1740,1,84382,1999,5,5,4,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1
40937074,스포티지 5세대,2390,1,98807,1598,5,4,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
40979194,쏘렌토 4세대,3190,1,74334,1598,7,3,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
40891241,스포티지 더 볼드,1150,1,114063,1995,5,7,14,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1
40918490,모하비 더 마스터,5120,1,45212,2959,6,4,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
40925408,올 뉴 카니발,1350,1,97783,2199,9,9,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1
40669509,더 뉴 K5 하이브리드 3세대,2830,1,21835,1999,5,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1
41433854,스포티지 4세대,1490,1,99488,1995,5,8,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1
41407469,쏘렌토 4세대,3350,1,63047,2151,5,5,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41404804,K8,1620,1,122694,3470,5,4,6,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1
41386320,더 뉴 K5 2세대,1270,1,142870,1999,5,7,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
41155848,올 뉴 카니발,1460,1,89624,2199,9,11,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1
41151022,더 뉴 카니발 4세대,3620,1,49011,2151,9,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41149062,올 뉴 K3,1450,1,67572,1598,5,6,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
41142305,쏘렌토 4세대,2650,1,25982,2151,7,4,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1
41122014,카니발 4세대,1850,1,178451,2151,9,5,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41102597,더 뉴 모하비,1990,1,127913,2959,7,8,3,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1
41246655,카니발 4세대,3220,1,67368,2151,9,3,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1
40962524,모하비 더 마스터,3790,1,53136,2959,7,5,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1
41243729,K5,550,1,133240,1999,5,13,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
41243523,더 뉴 카니발 4세대,4250,1,40008,2151,7,2,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41198126,더 뉴 쏘렌토 4세대,4030,1,14929,1598,5,2,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
40963298,K5 3세대,2379,1,73755,1999,5,6,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1
40972229,카니발 4세대,3990,1,37725,3470,9,4,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41455223,K7 프리미어,1680,1,113872,2497,5,6,3,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1
41018151,올 뉴 K7,1330,1,143004,2359,5,9,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
41534420,K5 3세대,1870,1,85742,1999,5,4,2,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1
41429351,더 뉴 카니발,1600,1,138780,2199,7,7,7,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41636734,올 뉴 K3,1190,1,87943,1598,5,7,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1
41295382,K5,487,1,152825,1999,5,14,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1
41658864,카니발 4세대,2100,1,163008,2151,9,5,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41528724,올 뉴 모닝,490,1,62728,998,5,11,6,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
41152902,더 뉴 레이,970,1,39085,998,2,5,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1
41530678,쏘렌토 4세대,3750,1,42113,2497,6,5,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
41622362,더 뉴 기아 레이,1150,1,54885,998,5,3,16,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0
41057953,올 뉴 쏘렌토,1150,1,80082,1995,7,11,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1
41444177,스포티지 4세대,1250,1,141452,1995,5,8,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
41367586,스포티지 5세대,2790,1,44340,1598,5,4,2,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1
41611284,카니발 4세대,2199,1,74848,2151,9,5,10,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41515591,더 뉴 카니발,1690,1,123622,2199,9,6,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1
41581696,올 뉴 모닝,439,1,159619,998,5,11,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1
41597380,셀토스,1650,1,53186,1591,5,3,16,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
41469845,스팅어,1470,1,113328,1998,5,7,7,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1
41598544,올 뉴 카니발,850,1,182518,2199,9,11,16,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1
41357448,카니발 R,380,1,248746,2199,9,12,4,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1
41632132,스포티지 더 볼드,1690,1,97969,1999,5,7,5,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41542323,레이,690,1,88268,998,5,10,13,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
41565714,더 뉴 K7,420,1,197255,2999,5,13,3,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1
41617166,더 뉴 K7,640,1,140925,2359,5,13,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
41572420,더 뉴 K7,450,1,236104,2999,5,12,10,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1
41635559,레이,698,1,160591,998,5,10,12,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1
41564318,카니발 4세대,3389,1,30278,3470,9,3,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41478037,올 뉴 K3,1340,1,95889,1598,5,7,5,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
41515497,K5 3세대,1820,1,60797,1598,5,6,12,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
40957078,스포티지 5세대,2570,1,70176,1998,5,4,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
41256396,스포티지 5세대,3079,1,28685,1598,5,3,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41444539,쏘렌토 4세대,2770,1,89186,2497,6,3,7,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41618505,모하비,820,1,238931,2959,7,11,3,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1
41621941,더 K9,1830,1,196745,3778,5,7,17,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1
41378676,K3,470,1,140284,1591,5,13,6,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
41410021,스포티지 5세대,2490,1,104917,1598,5,4,10,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
