매물ID,모델,현재가격,제조사_기아,주행거리_km,배기량,좌석수,차량연령,사고강도점수,변속기,연료_LPG,연료_가솔린,연료_하이브리드,연료_디젤,연료_전기,색상_흰색,색상_검정색,색상_은색,색상_기타,차급_SUV,차급_세단,주요옵션_선루프,주요옵션_헤드램프 (LED),주요옵션_주차감지센서,주요옵션_후방카메라,주요옵션_자동에어컨,주요옵션_스마트키,주요옵션_내비게이션,주요옵션_열선시트,주요옵션_통풍시트,주요옵션_가죽시트
41619834,스포티지 더 볼드,1499,1,166655,1995,5,7,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41638846,더 뉴 셀토스,1900,1,82258,1598,5,3,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1
40644903,모닝 어반 (JA),1099,1,19541,998,5,5,5,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1
41498613,쏘렌토 4세대,3530,1,86482,1598,5,3,2,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
41591917,카니발 4세대,2480,1,87366,2151,9,5,6,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1
41605352,쏘렌토 4세대,3420,1,38522,2497,6,3,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41645969,쏘렌토 4세대,2970,1,74814,1598,6,4,6,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1
41641395,카니발 4세대,3090,1,68101,2151,9,5,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1
40918927,쏘렌토 R,480,1,180589,2199,7,15,4,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1
41517171,타스만,5299,1,3912,2497,5,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1
41258308,니로,1530,1,104370,1580,5,8,3,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1
41645711,스포티지 5세대 하이브리드,2990,1,54860,1598,5,3,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41270852,더 뉴 모닝 (JA),1590,1,17030,998,5,2,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1
40969179,스팅어,1940,1,87370,3342,5,7,12,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1
41526220,K8,1650,1,222540,3470,5,4,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1
41373529,니로 EV,1370,1,182320,0,5,7,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
41363454,K5 2세대,760,1,173350,1999,5,10,2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1
41618658,K8 하이브리드,2330,1,133450,1598,5,4,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1
41582551,올 뉴 쏘렌토,950,1,203010,1995,5,11,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
41601547,쏘렌토 4세대,3333,1,22904,2497,5,3,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41625112,니로 EV,2350,1,26024,180,5,4,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
41652136,EV9,6130,1,20243,180,6,2,2,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41299148,모하비 더 마스터,3270,1,118069,2959,6,5,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1
41637072,스팅어,1900,1,112783,3342,5,8,5,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
41658367,스팅어,2250,1,66965,1998,5,7,7,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1
41605020,K5 3세대,2250,1,38108,1598,5,5,11,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1
41145816,모하비 더 마스터,3390,1,86729,2959,6,6,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1
41444632,스포티지 5세대,2590,1,91116,1998,5,3,9,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
41037521,셀토스,1850,1,46288,1591,5,5,11,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
41578913,올 뉴 모닝 (JA),790,1,36043,998,5,8,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1
41314398,더 뉴 K5 2세대,1050,1,156850,1999,5,7,11,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1
41515292,더 뉴 K8,3766,1,45959,2497,5,1,18,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
41525592,더 뉴 레이,699,1,73184,998,2,7,11,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
41374972,카니발 4세대,2980,1,14356,3470,9,3,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41616852,카니발 4세대,9999,1,59170,2151,9,4,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
40947165,K5 3세대,2320,1,71384,1598,5,5,5,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
40920334,더 뉴 카니발 4세대,6400,1,5482,2151,9,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
41130511,K7 프리미어,2350,1,85992,2497,5,6,4,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
41167331,더 뉴 카니발 4세대,6650,1,3768,2151,7,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1
41077006,더 뉴 카니발 4세대,6550,1,5074,2151,7,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
41018811,K5 하이브리드 3세대,2100,1,136051,1999,5,6,2,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1
40756590,올 뉴 카니발,1580,1,57219,2199,9,8,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
41603146,셀토스,2130,1,46713,1591,5,6,2,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41647538,쏘렌토 4세대,3150,1,90751,2151,5,3,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41545005,올 뉴 모닝 (JA),900,1,38497,998,5,9,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1
41068158,카니발 4세대,2770,1,75520,2151,9,3,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
41649698,K5 3세대,9990,1,29186,1999,5,4,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1
41534899,디 올 뉴 니로 EV,2440,1,116429,180,5,2,4,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
41027670,더 뉴 스포티지 R,780,1,165859,1995,5,12,5,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1
41640728,스포티지 더 볼드,1940,1,85519,1999,5,7,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1
41499843,스포티지 4세대,1080,1,88213,1685,5,10,2,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1
41435592,셀토스,1880,1,88428,1591,5,4,3,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41145711,더 뉴 스포티지 5세대 하이브리드,4220,1,7372,1598,5,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
41277225,더 뉴 카니발 4세대,5520,1,6685,2151,9,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1
41342328,더 뉴 카니발 4세대,5520,1,5439,2151,7,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
41574604,올 뉴 모닝,380,1,107465,998,5,13,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
41574571,스포티지 5세대,2700,1,45563,1998,5,2,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41460372,K7 프리미어,2150,1,70340,2497,5,6,2,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1
41602969,더 뉴 모닝,450,1,149784,998,5,10,3,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1
41412683,쏘렌토 4세대,2890,1,89758,1598,5,4,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
41466436,올 뉴 K7,1470,1,91141,2999,5,8,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1
41458767,카니발 4세대,2380,1,44229,3470,9,5,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1
41506948,올 뉴 K3,1130,1,106891,1598,5,5,7,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1
41515057,더 뉴 K8 하이브리드,4070,1,15441,1598,5,0,5,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1
41515095,K5 3세대,2670,1,50125,1598,5,3,3,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
41542682,올 뉴 카니발,820,1,286690,2199,9,11,3,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1
41356039,올 뉴 카니발,1339,1,98287,2199,7,10,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1
41610543,더 뉴 쏘렌토,2130,1,64240,2199,5,6,3,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1
41610556,올 뉴 모닝 (JA),895,1,93352,998,5,8,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
41630762,더 뉴 쏘렌토,1550,1,154314,2199,5,8,2,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41338636,스포티지 5세대,2630,1,70468,1598,5,4,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1
41412706,K8 하이브리드,2899,1,46181,1598,5,4,2,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1
41303606,카니발 4세대,2550,1,131369,3470,7,5,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41451061,모하비 더 마스터,3490,1,115084,2959,6,5,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1
41419869,올 뉴 쏘렌토,1640,1,80062,1995,5,9,4,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
41542691,올 뉴 모닝,450,1,78043,998,5,13,3,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1
41583741,스팅어 마이스터,1950,1,143172,2497,5,5,13,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
41583765,더 뉴 니로,1830,1,94959,1580,5,6,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1
41575185,스포티지 5세대 하이브리드,3150,1,52716,1598,5,4,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1
41477755,셀토스,2050,1,68855,1591,5,6,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41369789,더 뉴 레이,870,1,82157,998,2,5,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
41601620,더 뉴 기아 레이,1080,1,67989,998,2,3,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
41516492,더 뉴 레이,890,1,62616,998,2,4,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
41658871,스포티지 5세대,2660,1,73021,1998,5,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41401168,올 뉴 K7,1550,1,94553,2999,5,8,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
41587865,더 뉴 K3,999,1,28992,1582,5,10,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1
41636420,모하비,850,1,177967,2959,7,12,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1
41502761,모닝 어반 (JA),1280,1,35557,998,5,5,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1
41587904,올 뉴 모닝 (JA),930,1,77767,998,5,6,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1
41587878,쏘렌토 4세대,3450,1,18015,2497,5,5,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
41341773,K7 프리미어,2449,1,49343,2497,5,6,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
41551462,카니발 4세대,3160,1,65956,2151,9,3,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41592542,스포티지 4세대,1600,1,90730,1995,5,8,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
41592556,카니발 4세대,3700,1,31194,2151,9,3,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1
41611597,쏘렌토 4세대,3150,1,83016,1598,6,4,4,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41645737,더 뉴 모하비,1799,1,98957,2959,7,9,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1
41647752,K5 3세대,2470,1,73967,1999,5,6,4,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
41554010,올 뉴 카니발,1390,1,113405,2199,9,8,4,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
41446914,더 뉴 셀토스,2600,1,27358,1598,5,3,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
41536430,쏘렌토 4세대,3549,1,43458,2151,5,3,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
41594155,쏘렌토 4세대,2680,1,82651,2151,7,5,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41606971,쏘렌토 4세대,3499,1,58872,1598,6,3,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41626218,모닝 어반 (JA),1569,1,21158,998,5,3,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
41382673,더 뉴 K5 하이브리드 3세대,2420,1,27850,1999,5,2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
41619224,스포티지 5세대,2720,1,54812,1598,5,4,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1
41377645,K8 하이브리드,3060,1,51816,1598,5,4,3,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1
41550981,쏘렌토 4세대,3090,1,37262,1598,6,4,6,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41610974,스포티지 5세대,2090,1,143285,1998,5,4,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1
41647705,쏘렌토 4세대,3190,1,88211,1598,5,5,5,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1
41389344,쏘렌토 4세대,3199,1,99583,1598,5,4,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
40924470,모하비 더 마스터,3049,1,167295,2959,6,5,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1
40925033,스포티지 5세대,2549,1,58220,1998,5,4,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1
40926579,쏘렌토 4세대,2699,1,100289,1598,5,4,2,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
40920566,스포티지 5세대,2799,1,40669,1598,5,3,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
40883367,쏘렌토 4세대,2199,1,152093,2151,5,4,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1
40991645,쏘렌토 4세대,3199,1,94701,1598,5,4,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
41368109,카니발 4세대,2599,1,72914,2151,9,3,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41392336,쏘렌토 4세대,2649,1,116157,1598,5,5,8,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41643842,올 뉴 K3,930,1,173258,1598,5,7,4,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
41458638,더 뉴 카니발,2150,1,139424,2199,7,6,13,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41466370,쏘렌토 4세대,2390,1,126201,2151,5,5,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41601128,카니발 4세대,4930,1,23691,3470,9,4,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41610944,EV6,3850,1,55560,111,5,4,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
41231864,카니발 4세대,2830,1,78243,2151,9,5,4,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41145004,모하비 더 마스터,4470,1,60716,2959,6,4,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1
41050915,카니발 4세대,2700,1,273683,2151,9,5,3,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41307634,뉴모닝,280,1,54309,999,5,17,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1
41647244,올 뉴 모닝,370,1,56777,998,5,14,15,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1
41602259,K3,540,1,122768,1591,5,13,6,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
41508042,K5,370,1,167042,1999,5,13,9,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1
41584803,레이,600,1,113129,998,5,14,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1
41652365,더 뉴 K5,550,1,101049,1999,5,11,5,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1
41470191,더 뉴 카니발 4세대,7650,1,14335,1598,9,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41200466,쏘렌토 4세대,2650,1,157723,2497,7,5,4,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1
41251147,포르테,429,1,64272,1591,5,15,8,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1
41508506,포르테,299,1,106740,1591,5,14,4,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
41613998,쏘렌토 R,539,1,167896,1995,7,14,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1
41578110,카니발 R,439,1,136295,2199,9,14,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1
41241828,올 뉴 K7,998,1,154673,3342,5,10,2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1
41477903,쏘렌토 4세대,4180,1,12050,1598,6,5,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1
40960959,쏘렌토 4세대,3350,1,46063,1598,6,4,4,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41058974,스포티지 5세대 하이브리드,3280,1,36432,1598,5,4,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1
41650746,포르테,390,1,105292,1591,5,15,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1
41442108,더 뉴 레이,920,1,134493,998,5,5,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1
41301093,올 뉴 K3,1280,1,60025,1598,5,7,5,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1
40797099,올 뉴 모닝,440,1,125572,998,5,11,3,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1
41558837,더 뉴 기아 레이,1480,1,4098,998,5,2,14,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
40959883,더 뉴 쏘렌토 4세대,3899,1,33305,2497,5,2,4,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41354023,올 뉴 K7,1140,1,111077,2359,5,8,11,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1
41462609,카니발 4세대,2790,1,100809,2151,9,5,2,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1
41475015,K5 3세대,2799,1,26323,1598,5,3,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
41475037,더 뉴 K5,599,1,130749,1999,5,12,3,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1
41475785,더 뉴 기아 레이,1980,1,22,998,5,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1
41475048,더 뉴 K3 2세대,1850,1,71823,1598,5,2,2,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
41088924,올 뉴 카니발,1150,1,154518,2199,9,10,15,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
40955885,모하비 더 마스터,5400,1,50972,2959,7,3,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1
41271926,카니발 4세대,2799,1,66969,3470,9,3,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1
41383017,EV6,3450,1,58126,111,5,3,5,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
41390066,K5,530,1,76424,1998,5,15,6,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1
41454530,K3,590,1,123006,1591,5,12,12,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
41439679,쏘렌토 4세대,2850,1,92570,2497,7,4,3,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
41502360,더 뉴 모닝 (JA),288,1,1,998,5,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1
41498490,올 뉴 쏘렌토,999,1,170630,2199,7,10,10,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
41498582,카니발 4세대,2050,1,160838,2151,9,5,2,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41495116,더 뉴 K5 3세대,9999,1,33779,1999,5,2,2,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1
41544993,올 뉴 모닝,490,1,141852,998,5,11,4,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
41605718,스포티지 더 볼드,1650,1,114751,1995,5,7,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1
41609400,올 뉴 카니발,900,1,157166,2199,9,11,6,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1
41525703,스포티지 5세대,2290,1,114199,1998,5,4,5,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41280860,더 뉴 쏘렌토 4세대,3200,1,75812,2497,6,2,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
40997638,카니발 4세대,2600,1,102072,2151,9,4,5,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41503523,더 뉴 셀토스,2500,1,55457,1598,5,3,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41191415,모하비 더 마스터,3490,1,82451,2959,6,5,2,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1
40737161,더 뉴 스포티지 R,820,1,127432,1995,5,12,3,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1
40327084,올 뉴 K7,1470,1,69732,3342,5,10,3,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1
40283571,더 뉴 셀토스,2800,1,35866,1591,5,3,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
40148373,셀토스,2150,1,73990,1591,5,5,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1
41652080,더 뉴 기아 레이 EV,2079,1,15231,133,4,2,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
41632464,더 뉴 기아 레이 EV,2470,1,4001,133,4,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1
41614767,카니발 4세대,3299,1,50924,3470,9,3,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
39616352,K8,1949,1,145632,3470,5,4,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
41306598,쏘렌토 4세대,3790,1,18919,1598,5,3,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
41295126,더 뉴 모닝,460,1,68137,998,2,10,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
39940586,더 뉴 쏘렌토 4세대,4320,1,20229,1598,5,2,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
41268631,올 뉴 모닝 (JA),740,1,126221,998,5,9,6,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1
