매물ID,모델,모델_원본,모델_LE,모델_평균가_TE,현재가격_만원,주행거리_km,배기량_cc,좌석수,차량연령,사고강도점수,주요옵션_선루프,주요옵션_헤드램프 (LED),주요옵션_주차감지센서,주요옵션_후방카메라,주요옵션_자동에어컨,주요옵션_스마트키,주요옵션_내비게이션,주요옵션_열선시트,주요옵션_통풍시트,주요옵션_가죽시트,제조사_현대,제조사_기아,제조사_제네시스,제조사_KG모빌리티(쌍용),제조사_쉐보레(GM대우),제조사_르노코리아(삼성),연료_LPG,연료_가솔린,연료_하이브리드,연료_디젤,연료_전기,연료_수소,색상_흰색,색상_검정색,색상_은색,색상_기타,변속기_오토계열,차급_SUV계열,차급_세단계열
40243794,K5,더 뉴 K5,11,710.8823529,690,136315,1999,5,13,9,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40252807,쏘렌토,올 뉴 쏘렌토,58,1621.931034,1390,100358,1995,5,11,9,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
40253201,카니발,올 뉴 카니발,85,1213.362637,1850,46288,2199,9,10,12,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
40263111,모닝,더 뉴 모닝,42,547.9047619,490,152349,998,5,11,10,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
40274640,카렌스,더 뉴 카렌스,86,801,435,224774,1999,7,10,2,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
40277077,쏘렌토,올 뉴 쏘렌토,58,1621.931034,930,145791,1995,5,10,22,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
40297149,모닝,뉴모닝,42,221.5555556,219,107069,999,5,18,10,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
40303694,모닝,뉴모닝,42,221.5555556,235,133918,999,5,16,3,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
40305874,K3,더 뉴 K3,10,731.4705882,590,197322,1591,5,10,3,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40310580,K7,올 뉴 K7,12,1255.2,1380,60118,2359,5,10,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
40328456,모닝,올 뉴 모닝,42,650.8333333,480,74322,998,5,12,6,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40333177,카니발,올 뉴 카니발,85,1213.362637,995,169701,2199,9,11,3,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
40340785,카니발,더 뉴 카니발 4세대,85,4289.509091,3100,105292,3470,7,3,10,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
40350722,카니발,더 뉴 카니발,85,2194.833333,2320,124067,3342,9,7,5,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
40351716,레이,레이,34,624.8125,690,101396,998,5,13,8,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
40366911,모닝,더 뉴 모닝,42,547.9047619,460,98484,998,2,11,4,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40368601,K3,K3 쿱,10,549.3333333,529,128098,1591,5,11,2,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
40371676,카니발,더 뉴 카니발,85,2194.833333,1850,81029,2199,9,7,15,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
40376175,모닝,모닝 어반 (JA),42,1236.842105,890,38535,998,5,6,4,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
40376841,K7,더 뉴 K7,12,727.65,550,128415,2999,5,12,11,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
40379667,K9,더 K9,14,2313.703704,2190,108560,3778,5,7,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
40387870,스포티지,스포티지 R,55,634.8571429,580,188619,1995,5,13,2,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
40388788,카니발,올 뉴 카니발,85,1213.362637,690,230136,2199,9,11,8,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
40406909,모하비,모하비,43,967.84,950,195075,2959,7,13,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
40409120,K9,더 K9,14,2313.703704,1500,219177,3778,5,8,6,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
40409681,K7,K7 하이브리드,12,652.25,599,200968,2359,5,11,5,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
40410829,쏘렌토,더 뉴 쏘렌토,58,2187.206897,1450,150196,2199,5,8,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
40428582,모하비,모하비,43,967.84,650,91208,2959,7,18,17,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
40429977,K3,K3,10,584.7142857,580,88654,1591,5,12,8,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
40431342,스포티지,스포티지 5세대 하이브리드,55,3213.28,2699,14215,1598,5,3,13,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
40432672,모닝,더 뉴 모닝,42,547.9047619,560,102643,998,5,10,11,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40440390,카니발,올 뉴 카니발,85,1213.362637,1150,127768,2199,9,10,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
40453855,스팅어,스팅어 마이스터,53,3251.6875,3360,26846,2497,5,3,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
40456777,쏘렌토,더 뉴 쏘렌토,58,2187.206897,1450,110007,1995,7,8,8,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
40458218,K7,K7,12,411.1666667,470,171557,3470,5,16,5,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
40458710,스포티지,스포티지 5세대,55,2634.546512,3050,55662,1598,5,3,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
40462781,스포티지,스포티지 R,55,634.8571429,750,126039,1995,5,13,5,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
40476315,레이,레이,34,624.8125,840,26700,998,5,12,4,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
40478085,레이,더 뉴 기아 레이,34,1361.758621,1430,23884,998,5,3,2,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40487503,K5,K5,11,942.8695652,550,99339,1998,5,14,9,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40498980,모닝,올 뉴 모닝 (JA),42,808.6666667,790,54594,998,5,9,2,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40502729,K5,K5,11,942.8695652,859,49806,1998,5,15,10,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40504163,모닝,올 뉴 모닝,42,650.8333333,390,156365,998,5,13,3,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
40513495,K5,K5,11,942.8695652,460,189390,1999,5,13,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
40518652,K3,더 뉴 K3,10,731.4705882,649,80825,1582,5,10,21,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
40519752,카니발,카니발 4세대,85,3124.188172,3380,79260,2151,9,3,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
40526448,모하비,더 뉴 모하비,43,1613.75,1350,119547,2959,5,9,13,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
40531450,쏘렌토,더 뉴 쏘렌토 4세대,58,4212.74359,4450,27081,1598,5,3,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
40534804,쏘울,올 뉴 쏘울,59,763.6,850,111567,1591,5,11,12,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40535882,K8,K8,13,2705.789474,2099,90169,2497,5,5,15,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40537187,K3,K3,10,584.7142857,580,86443,1591,5,11,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40539806,레이,레이,34,624.8125,659,49586,998,5,14,10,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
40543510,카니발,더 뉴 카니발 4세대,85,4289.509091,5999,17177,3470,9,2,4,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
40543567,K3,더 뉴 K3 2세대,10,3273,1620,56048,1598,5,5,2,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40544401,K5,더 뉴 K5,11,710.8823529,930,85773,1999,5,11,4,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
40544710,K9,더 K9,14,2313.703704,3280,54471,3778,5,5,2,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
40555324,니로,니로 플러스,29,1885,2280,24562,111,5,4,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
40555820,K3,더 뉴 K3,10,731.4705882,690,80668,1591,5,10,25,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
40562069,니로,더 뉴 니로,29,1863.846154,2040,88050,1580,5,6,6,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0
40563074,K5,K5 하이브리드 3세대,11,2158,2099,59576,1999,5,6,4,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
40575455,K7,올 뉴 K7,12,1255.2,1130,163365,2199,5,9,6,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
40575821,K7,K7 하이브리드,12,652.25,710,102380,2359,5,12,24,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
40577999,카니발,더 뉴 카니발 4세대,85,4289.509091,6490,36209,1598,9,2,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
40578244,모닝,뉴모닝,42,221.5555556,210,141557,999,5,17,14,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
40583104,쏘렌토,쏘렌토 4세대,58,3196.621849,3390,53244,2151,5,6,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
40586813,카니발,더 뉴 카니발 4세대,85,4289.509091,4150,19508,3470,9,2,2,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
40587875,K9,더 뉴 K9 2세대,14,4249.9,5300,98904,3778,5,2,4,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
40589333,타스만,타스만,97,4508.75,5440,59,2497,5,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
40596220,K3,더 뉴 K3,10,731.4705882,640,83994,1591,5,9,6,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
40596347,모닝,올 뉴 모닝 (JA),42,808.6666667,490,135397,998,2,8,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40600796,니로,디 올 뉴 니로,29,2930.388889,2090,35427,1580,5,3,13,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
40601289,스포티지,스포티지 4세대,55,1658.956522,1350,110853,1995,5,9,3,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
40601486,K7,더 프레스티지 K7,12,1442.6,390,186997,2359,5,14,11,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40611608,셀토스,셀토스,49,1843.261905,1900,43464,1591,5,5,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
40613593,카니발,올 뉴 카니발,85,1213.362637,899,278107,2199,9,10,5,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
40620667,모닝,더 뉴 모닝,42,547.9047619,470,68557,998,5,11,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
40635902,카니발,올 뉴 카니발,85,1213.362637,970,186243,2199,9,11,2,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
40637952,스포티지,스포티지 5세대 하이브리드,55,3213.28,9999,44919,1598,5,5,2,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0
40643677,K7,더 프레스티지 K7,12,1442.6,450,132697,2359,5,14,9,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40644249,모하비,모하비,43,967.84,1059,99591,2959,7,13,5,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
40644396,카니발,올 뉴 카니발,85,1213.362637,940,167787,2199,9,12,4,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
40644704,K9,더 K9,14,2313.703704,2850,82165,3342,5,8,6,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
40648090,K8,더 뉴 K8 하이브리드,13,4021.2,4950,6215,1598,5,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
40649387,스팅어,스팅어 마이스터,53,3251.6875,2630,65478,3342,5,5,9,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40654941,카니발,카니발 4세대,85,3124.188172,2650,52000,2151,9,6,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
40655251,스포티지,스포티지 4세대,55,1658.956522,1380,52270,1995,5,9,2,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
40655525,K5,K5,11,942.8695652,620,142191,1999,5,14,10,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40656148,K5,K5 3세대,11,2254.075949,2250,41345,1999,5,5,2,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40657017,카니발,카니발 4세대,85,3124.188172,4470,49864,3470,9,5,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
40657324,K7,K7 프리미어,12,2015.806452,2320,32384,2497,5,6,15,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40660962,셀토스,셀토스,49,1843.261905,1919,76868,1591,5,4,5,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
40661808,K7,K7 프리미어,12,2015.806452,2370,42841,2999,5,7,5,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
40666209,카니발,카니발 4세대,85,3124.188172,3790,79152,3470,4,5,3,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
40667946,카니발,카니발 4세대,85,3124.188172,3570,79691,2151,7,3,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
40672167,K3,더 뉴 K3 2세대,10,3273,1580,53284,1598,5,5,10,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
40681882,카니발,카니발 R,85,945.8421053,360,218409,2199,11,14,10,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
40685135,스포티지,스포티지 더 볼드,55,1655.347826,1990,35447,1995,5,7,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
40693353,스포티지,스포티지 더 볼드,55,1655.347826,1300,149147,1995,5,8,8,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
40694334,쏘렌토,뉴 쏘렌토 R,58,783.7142857,750,150237,1995,5,13,9,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
40703679,스팅어,스팅어 마이스터,53,3251.6875,2970,95028,2497,5,4,10,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
40705255,K5,더 뉴 K5 3세대,11,3011.111111,2400,10000,1999,5,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
40705477,카니발,더 뉴 카니발,85,2194.833333,2400,123834,2199,7,7,3,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
40706785,모닝,올 뉴 모닝 (JA),42,808.6666667,890,85344,998,5,6,2,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
40707815,스포티지,스포티지 5세대,55,2634.546512,2499,84094,1598,5,5,13,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
40708833,모닝,올 뉴 모닝,42,650.8333333,470,110109,998,5,12,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40709908,레이,더 뉴 레이,34,1206.209302,9999,69748,998,5,7,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40714091,K3,더 뉴 K3,10,731.4705882,580,130184,1591,5,10,12,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40717590,쏘렌토,더 뉴 쏘렌토 4세대,58,4212.74359,4690,26534,1598,5,2,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
40718765,카니발,올 뉴 카니발,85,1213.362637,1600,210954,2199,6,11,12,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
40719050,K5,K5,11,942.8695652,9999,168195,1999,5,14,11,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
40720689,쏘울,쏘울 EV,59,930,840,121350,80,5,9,4,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
40728358,쏘렌토,뉴 쏘렌토 R,58,783.7142857,890,127782,1995,5,13,3,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
40733951,카니발,올 뉴 카니발,85,1213.362637,1299,143052,2199,9,9,5,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
40734671,카니발,더 뉴 카니발,85,2194.833333,1590,169102,2199,9,8,3,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
40737362,스포티지,스포티지 4세대,55,1658.956522,1690,47770,1685,5,9,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
40738127,K5,K5 2세대,11,976.0769231,970,102352,1685,5,9,2,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
40745720,모닝,올 뉴 모닝,42,650.8333333,420,127605,998,5,15,16,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
40748462,모하비,모하비,43,967.84,1090,179501,2959,7,12,3,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
40756289,카니발,카니발 4세대,85,3124.188172,2670,71864,2151,9,3,3,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
40756304,스포티지,스포티지 5세대,55,2634.546512,2580,98544,1598,5,5,2,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
40758140,K3,더 뉴 K3 2세대,10,3273,1790,18429,1598,5,3,7,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
40758252,K5,K5 3세대,11,2254.075949,1650,130492,1598,5,6,2,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
40758923,모하비,모하비,43,967.84,1220,138908,2959,7,11,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
40759207,K5,K5 3세대,11,2254.075949,2050,110204,1598,5,6,3,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40759293,K5,더 뉴 K5,11,710.8823529,599,113172,1999,5,12,20,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
40761317,모하비,모하비,43,967.84,1200,94664,2959,7,12,5,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
40761861,K5,K5 3세대,11,2254.075949,1799,68539,1999,5,6,22,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
40762275,프라이드,더 뉴 프라이드,110,605,550,127244,1591,5,9,20,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
40762480,쏘렌토,더 뉴 쏘렌토,58,2187.206897,9999,102138,2199,5,9,2,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
40763587,K3,K3,10,584.7142857,649,83504,1591,5,13,2,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40765395,오피러스,뉴오피러스,76,270,320,237839,3342,5,20,9,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40769328,스포티지,스포티지 4세대,55,1658.956522,1480,91656,1995,5,10,2,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
40770203,K5,K5 3세대,11,2254.075949,1550,81220,1999,5,5,8,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40771120,타스만,타스만,97,4508.75,5280,16000,2497,5,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
40771436,쏘렌토,더 뉴 쏘렌토 4세대,58,4212.74359,4350,18064,1598,5,3,2,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
40774518,카니발,올 뉴 카니발,85,1213.362637,1320,135909,2199,9,10,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
40780507,K7,더 뉴 K7,12,727.65,899,122964,2359,5,11,3,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40782618,카니발,올 뉴 카니발,85,1213.362637,780,188374,2199,9,11,3,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
40784864,카니발,카니발 4세대,85,3124.188172,2960,72161,3470,9,4,6,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
40787573,스포티지,스포티지 5세대 하이브리드,55,3213.28,2640,56766,1598,5,2,22,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
