매물ID,모델,모델_원본,모델_LE,현재가격_만원,주행거리_km,배기량_cc,좌석수,차량연령,사고강도점수,주요옵션_선루프,주요옵션_헤드램프 (LED),주요옵션_주차감지센서,주요옵션_후방카메라,주요옵션_자동에어컨,주요옵션_스마트키,주요옵션_내비게이션,주요옵션_열선시트,주요옵션_통풍시트,주요옵션_가죽시트,제조사_현대,제조사_기아,제조사_제네시스,제조사_KG모빌리티(쌍용),제조사_쉐보레(GM대우),제조사_르노코리아(삼성),연료_LPG,연료_가솔린,연료_하이브리드,연료_디젤,연료_전기,연료_수소,색상_흰색,색상_검정색,색상_은색,색상_기타,변속기_오토계열,차급_SUV계열,차급_세단계열
40195861,모하비,모하비,43,990,181611,2959,7,12,10,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
40202994,카니발,올 뉴 카니발,85,1420,102762,2199,9,10,11,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
40231262,모하비,모하비,43,899,169209,2959,7,12,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
40233893,카니발,올 뉴 카니발,85,919,135044,2199,11,11,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
40240126,모닝,올 뉴 모닝,42,409,127912,998,5,12,2,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40243794,K5,더 뉴 K5,11,690,136315,1999,5,13,9,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40252807,쏘렌토,올 뉴 쏘렌토,58,1390,100358,1995,5,11,9,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
40263111,모닝,더 뉴 모닝,42,490,152349,998,5,11,10,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
40274640,카렌스,더 뉴 카렌스,86,435,224774,1999,7,10,2,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
40277077,쏘렌토,올 뉴 쏘렌토,58,930,145791,1995,5,10,22,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
40297149,모닝,뉴모닝,42,219,107069,999,5,18,10,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
40303694,모닝,뉴모닝,42,235,133918,999,5,16,3,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
40305874,K3,더 뉴 K3,10,590,197322,1591,5,10,3,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40310580,K7,올 뉴 K7,12,1380,60118,2359,5,10,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
40328456,모닝,올 뉴 모닝,42,480,74322,998,5,12,6,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40333177,카니발,올 뉴 카니발,85,995,169701,2199,9,11,3,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
40351716,레이,레이,34,690,101396,998,5,13,8,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
40366911,모닝,더 뉴 모닝,42,460,98484,998,2,11,4,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40368601,K3,K3 쿱,10,529,128098,1591,5,11,2,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
40376175,모닝,모닝 어반 (JA),42,890,38535,998,5,6,4,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
40376841,K7,더 뉴 K7,12,550,128415,2999,5,12,11,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
40387870,스포티지,스포티지 R,55,580,188619,1995,5,13,2,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
40388788,카니발,올 뉴 카니발,85,690,230136,2199,9,11,8,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
40406909,모하비,모하비,43,950,195075,2959,7,13,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
40409120,K9,더 K9,14,1500,219177,3778,5,8,6,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
40409681,K7,K7 하이브리드,12,599,200968,2359,5,11,5,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
40410829,쏘렌토,더 뉴 쏘렌토,58,1450,150196,2199,5,8,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
40428582,모하비,모하비,43,650,91208,2959,7,18,17,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
40429977,K3,K3,10,580,88654,1591,5,12,8,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
40432672,모닝,더 뉴 모닝,42,560,102643,998,5,10,11,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40440390,카니발,올 뉴 카니발,85,1150,127768,2199,9,10,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
40456777,쏘렌토,더 뉴 쏘렌토,58,1450,110007,1995,7,8,8,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
40458218,K7,K7,12,470,171557,3470,5,16,5,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
40462781,스포티지,스포티지 R,55,750,126039,1995,5,13,5,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
40476315,레이,레이,34,840,26700,998,5,12,4,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
40478085,레이,더 뉴 기아 레이,34,1430,23884,998,5,3,2,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40487503,K5,K5,11,550,99339,1998,5,14,9,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40498980,모닝,올 뉴 모닝 (JA),42,790,54594,998,5,9,2,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40502729,K5,K5,11,859,49806,1998,5,15,10,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40504163,모닝,올 뉴 모닝,42,390,156365,998,5,13,3,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
40513495,K5,K5,11,460,189390,1999,5,13,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
40518652,K3,더 뉴 K3,10,649,80825,1582,5,10,21,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
40526448,모하비,더 뉴 모하비,43,1350,119547,2959,5,9,13,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
40534804,쏘울,올 뉴 쏘울,59,850,111567,1591,5,11,12,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40537187,K3,K3,10,580,86443,1591,5,11,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40539806,레이,레이,34,659,49586,998,5,14,10,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
40543567,K3,더 뉴 K3 2세대,10,1620,56048,1598,5,5,2,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40544401,K5,더 뉴 K5,11,930,85773,1999,5,11,4,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
40555820,K3,더 뉴 K3,10,690,80668,1591,5,10,25,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
40575455,K7,올 뉴 K7,12,1130,163365,2199,5,9,6,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
40575821,K7,K7 하이브리드,12,710,102380,2359,5,12,24,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
40578244,모닝,뉴모닝,42,210,141557,999,5,17,14,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
40596220,K3,더 뉴 K3,10,640,83994,1591,5,9,6,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
40596347,모닝,올 뉴 모닝 (JA),42,490,135397,998,2,8,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40601289,스포티지,스포티지 4세대,55,1350,110853,1995,5,9,3,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
40601486,K7,더 프레스티지 K7,12,390,186997,2359,5,14,11,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40613593,카니발,올 뉴 카니발,85,899,278107,2199,9,10,5,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
40620667,모닝,더 뉴 모닝,42,470,68557,998,5,11,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
40635902,카니발,올 뉴 카니발,85,970,186243,2199,9,11,2,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
40643677,K7,더 프레스티지 K7,12,450,132697,2359,5,14,9,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40644249,모하비,모하비,43,1059,99591,2959,7,13,5,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
40644396,카니발,올 뉴 카니발,85,940,167787,2199,9,12,4,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
40655251,스포티지,스포티지 4세대,55,1380,52270,1995,5,9,2,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
40655525,K5,K5,11,620,142191,1999,5,14,10,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40672167,K3,더 뉴 K3 2세대,10,1580,53284,1598,5,5,10,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
40681882,카니발,카니발 R,85,360,218409,2199,11,14,10,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
40693353,스포티지,스포티지 더 볼드,55,1300,149147,1995,5,8,8,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
40694334,쏘렌토,뉴 쏘렌토 R,58,750,150237,1995,5,13,9,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
40706785,모닝,올 뉴 모닝 (JA),42,890,85344,998,5,6,2,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
40708833,모닝,올 뉴 모닝,42,470,110109,998,5,12,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40714091,K3,더 뉴 K3,10,580,130184,1591,5,10,12,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40718765,카니발,올 뉴 카니발,85,1600,210954,2199,6,11,12,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
40720689,쏘울,쏘울 EV,59,840,121350,80,5,9,4,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
40728358,쏘렌토,뉴 쏘렌토 R,58,890,127782,1995,5,13,3,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
40733951,카니발,올 뉴 카니발,85,1299,143052,2199,9,9,5,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
40734671,카니발,더 뉴 카니발,85,1590,169102,2199,9,8,3,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
40737362,스포티지,스포티지 4세대,55,1690,47770,1685,5,9,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
40738127,K5,K5 2세대,11,970,102352,1685,5,9,2,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
40745720,모닝,올 뉴 모닝,42,420,127605,998,5,15,16,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
40748462,모하비,모하비,43,1090,179501,2959,7,12,3,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
40758252,K5,K5 3세대,11,1650,130492,1598,5,6,2,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
40758923,모하비,모하비,43,1220,138908,2959,7,11,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
40759293,K5,더 뉴 K5,11,599,113172,1999,5,12,20,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
40761317,모하비,모하비,43,1200,94664,2959,7,12,5,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
40762275,프라이드,더 뉴 프라이드,110,550,127244,1591,5,9,20,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
40763587,K3,K3,10,649,83504,1591,5,13,2,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40765395,오피러스,뉴오피러스,76,320,237839,3342,5,20,9,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40769328,스포티지,스포티지 4세대,55,1480,91656,1995,5,10,2,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
40770203,K5,K5 3세대,11,1550,81220,1999,5,5,8,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40774518,카니발,올 뉴 카니발,85,1320,135909,2199,9,10,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
40780507,K7,더 뉴 K7,12,899,122964,2359,5,11,3,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40782618,카니발,올 뉴 카니발,85,780,188374,2199,9,11,3,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
40794525,카니발,올 뉴 카니발,85,950,223927,2199,9,11,2,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
40797015,모하비,더 뉴 모하비,43,1380,130861,2959,5,9,5,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
40798847,K5,더 뉴 K5,11,530,117293,1999,5,13,15,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
40799340,K3,올 뉴 K3,10,1550,54248,1598,5,5,2,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40799919,카니발,더 뉴 카니발,85,1690,145076,2199,9,8,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
40803845,K7,올 뉴 K7,12,729,184365,2359,5,10,7,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40804808,K5,더 뉴 K5,11,499,236499,1999,5,12,13,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
40806057,레이,더 뉴 레이,34,1190,48964,998,5,8,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40807060,모닝,올 뉴 모닝,42,420,91057,998,5,15,5,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40811381,레이,레이,34,530,119307,998,2,9,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40812825,쏘렌토,더 뉴 쏘렌토,58,1650,122872,1995,5,8,3,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
40815997,쏘렌토,더 뉴 쏘렌토,58,1680,114783,1995,5,7,2,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
40823772,K9,더 K9,14,1650,247551,3778,5,7,14,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
40824758,모닝,모닝,42,190,83756,999,5,19,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
40825865,모닝,더 뉴 모닝,42,480,123534,998,5,11,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40827282,카니발,올 뉴 카니발,85,1480,120488,2199,9,9,2,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
40831588,레이,더 뉴 레이,34,1050,25064,998,5,5,2,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40832040,레이,레이,34,450,90041,998,5,14,2,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40840823,모닝,올 뉴 모닝,42,280,79981,998,5,15,2,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40843673,쏘렌토,올 뉴 쏘렌토,58,1300,130198,1995,5,10,6,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
40844527,레이,더 뉴 레이,34,898,67768,998,2,5,5,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40845930,레이,레이,34,420,100993,998,2,9,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40856641,K5,K5 하이브리드,11,380,202058,1999,5,13,5,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
40856679,모하비,모하비,43,1190,155324,2959,7,12,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
40860396,쏘렌토,쏘렌토 R,58,450,175896,1995,7,17,6,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
40865039,셀토스,셀토스,49,1450,124159,1598,5,5,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
40866859,니로,니로,29,1220,127973,1580,5,10,8,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0
40867410,모닝,모닝 어반 (JA),42,780,40285,998,2,5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40867628,K7,올 뉴 K7,12,780,176080,2999,5,10,2,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
40869304,K5,더 뉴 K5,11,820,50755,1999,5,12,4,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40870847,모닝,올 뉴 모닝,42,440,101710,998,5,12,3,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40873965,카니발,올 뉴 카니발,85,909,178048,2199,9,12,10,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
40877324,쏘울,쏘울 EV,59,1020,74582,80,5,9,3,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
40877498,카니발,더 뉴 카니발,85,1570,157179,2199,9,8,7,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
40879900,모하비,모하비,43,950,88030,2959,7,14,5,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
40883927,모닝,올 뉴 모닝,42,200,179018,998,2,12,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
40884728,카니발,카니발 R,85,460,127811,2199,11,14,7,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
40888682,카니발,카니발 R,85,480,141444,2199,9,12,12,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
40893799,카렌스,더 뉴 카렌스,86,940,152954,1999,7,8,2,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
40895637,모닝,모닝 어반 (JA),42,790,23941,998,2,5,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40899433,쏘렌토,더 뉴 쏘렌토,58,1299,172582,1995,5,9,2,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
40902991,카니발,더 뉴 카니발,85,890,216909,2199,9,8,7,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
40905698,K7,올 뉴 K7,12,1450,95126,2359,5,7,11,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
40916509,K7,올 뉴 K7,12,989,184261,2199,5,9,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
40917527,셀토스,셀토스,49,1389,141586,1598,5,5,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
40917995,모하비,모하비,43,1420,87659,2959,7,11,2,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
40920665,K5,더 뉴 K5,11,550,161916,1999,5,12,7,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
40923549,레이,레이,34,550,158010,998,5,10,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
40925795,K7,K7,12,299,204456,3470,5,16,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40925897,스포티지,스포티지 4세대,55,1590,22652,1685,5,9,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
40927266,K3,올 뉴 K3,10,950,110764,1598,5,8,14,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40927827,모닝,뉴모닝,42,240,97250,999,5,17,11,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
40928003,K5,더 뉴 K5,11,670,177462,1999,5,13,6,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
40929804,레이,더 뉴 기아 레이,34,890,85455,998,2,4,11,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40929953,K5,K5 2세대,11,1030,134889,1999,5,9,4,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
40935329,모닝,올 뉴 모닝 (JA),42,970,35676,998,5,8,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40935917,K5,K5,11,375,167501,1998,5,15,15,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
40937738,레이,더 뉴 기아 레이,34,324,7,998,5,1,2,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40940586,니로,니로,29,1090,135604,1580,5,10,6,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
