매물ID,모델_CV_TE,현재가격_만원,모델,모델_원본,모델_LE,주행거리_km,배기량_cc,좌석수,차량연령,사고강도점수,주요옵션_선루프,주요옵션_헤드램프 (LED),주요옵션_주차감지센서,주요옵션_후방카메라,주요옵션_자동에어컨,주요옵션_스마트키,주요옵션_내비게이션,주요옵션_열선시트,주요옵션_통풍시트,주요옵션_가죽시트,제조사_현대,제조사_기아,제조사_제네시스,제조사_KG모빌리티(쌍용),제조사_쉐보레(GM대우),제조사_르노코리아(삼성),연료_LPG,연료_가솔린,연료_하이브리드,연료_디젤,연료_전기,연료_수소,색상_흰색,색상_검정색,색상_은색,색상_기타,변속기_오토계열,차급_SUV계열,차급_세단계열
41584327,4153.072611286646,9999,GV60,GV60,7,40745,111,5,3,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0
41500187,2620.1903020024697,1930,쏘나타,쏘나타 하이브리드 (DN8),57,92667,1999,5,4,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
38978844,3602.7134342567415,1870,팰리세이드,팰리세이드,107,127010,3778,7,7,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
41379619,5130.415213793392,2879,G90,G90,6,145397,3778,5,7,3,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
41068341,2833.9888180085054,3850,콜로라도,리얼 뉴 콜로라도,94,22710,3649,5,5,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0
40670183,2931.1855320218715,1930,벨로스터,벨로스터 (JS),47,39822,1998,4,6,8,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
41595861,3357.3272340652456,3549,아이오닉5,아이오닉5,66,45721,111,5,5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
41494030,3565.3649600264525,3870,팰리세이드,더 뉴 팰리세이드,107,41917,2199,7,2,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
41449105,5412.40951276323,5850,GV80,GV80,9,33527,2497,5,3,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
40670886,2836.490415435862,1840,캐스퍼,캐스퍼,88,27195,998,4,4,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
41418192,2849.033733094886,5250,G70,더 뉴 G70,4,1572,3342,5,2,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
41652060,3222.963404391473,1930,캡처,캡처,89,5800,1332,5,6,2,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0
41422750,3063.629778185483,3720,싼타페,싼타페 (MX5),56,22768,1598,7,2,2,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
41391279,3828.3155031297233,6620,G80,G80 (RG3),5,41422,2497,5,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
41578583,2876.2865816102067,2399,니로,디 올 뉴 니로,29,97553,1580,5,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
41119288,2777.2978813068744,3490,렉스턴,더 뉴 렉스턴 스포츠 칸,35,5480,2157,5,2,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
41455090,3602.7134342567415,3450,팰리세이드,팰리세이드,107,77310,2199,8,4,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
41381128,3611.071044237849,3250,팰리세이드,팰리세이드,107,77671,2199,7,4,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
41459489,3835.924823652034,6790,G80,G80 (RG3),5,13096,2497,5,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
41560863,3086.853182440802,1990,싼타페,싼타페 TM,56,160773,2199,5,8,8,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
38518039,3828.3155031297233,2090,G80,G80,5,96766,3342,5,7,10,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
40940210,2832.235730062908,3720,그랜저,그랜저 (GN7),27,24465,2497,5,2,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
40621948,3877.838318635213,3330,G80,G80 (RG3),5,94590,2497,5,5,10,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
41232407,2602.03768400251,1970,쏘나타,쏘나타 (DN8),57,36578,1999,5,4,10,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
41374518,3602.7134342567415,2969,팰리세이드,팰리세이드,107,64415,2199,7,4,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
41188025,2779.972995621478,2890,투싼,투싼 (NX4),101,13397,1598,5,3,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
37398208,2766.3800913523883,1700,렉스턴,렉스턴 스포츠 칸,35,92801,2157,5,7,10,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
41085706,5398.2920940715185,6790,GV80,GV80,9,58961,3470,5,2,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
41574595,3223.7858673429773,3140,카니발,카니발 4세대,85,94359,2151,7,5,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
41626365,3614.405854880476,3470,팰리세이드,팰리세이드,107,53052,2199,7,4,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
41543386,4394.3925768413965,5590,GV70,GV70,8,10435,2497,5,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
41537384,3757.422508106974,3220,G80,G80 (RG3),5,130258,3470,5,5,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
41513705,3233.0998405191376,3050,액티언,액티언 2세대,71,16999,1497,5,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
41621250,2792.2446070107953,1997,투싼,투싼 (NX4),101,113241,1598,5,5,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
41169593,2750.981798850805,3099,투싼,투싼 (NX4),101,21076,1998,5,4,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
41269672,2975.014936207655,2830,콜로라도,리얼 뉴 콜로라도,94,61568,3649,5,4,2,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0
41235424,3550.2021461772415,3739,스타리아,스타리아,51,32598,1598,9,2,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0
41633283,3015.4650086512584,2990,싼타페,더 뉴 싼타페,56,56005,1598,5,5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
41158509,3413.9483665185985,4000,쏘렌토,더 뉴 쏘렌토 4세대,58,39161,2151,5,3,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
40843710,3148.97987241531,3650,마스터,마스터,38,402,2299,3,2,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
41374168,2887.6126226256356,2640,그랜저,더 뉴 그랜저 IG 하이브리드,27,83796,2359,5,4,12,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
41224231,3064.4460557040848,1890,말리부,더 뉴 말리부,40,23317,1998,5,5,5,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
41223061,4331.174374684793,4600,GV70,GV70,8,41717,2497,5,3,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
40589476,2634.7772150268797,2499,쏘나타,쏘나타 (DN8),57,39287,1598,5,3,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
41594145,3086.853182440802,2340,싼타페,더 뉴 싼타페,56,73826,2151,5,5,17,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
41410765,2602.03768400251,2529,쏘나타,쏘나타 (DN8),57,85087,1999,5,3,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
40941874,3086.853182440802,4090,싼타페,싼타페 (MX5),56,24812,1598,5,3,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
41550720,2632.4269067199116,2460,아반떼,더 뉴 아반떼 (CN7),62,22015,1598,5,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
40887973,2931.58161642511,1930,그랜저,그랜저 IG 하이브리드,27,107935,2359,5,7,10,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
41613498,2849.033733094886,3870,G70,더 뉴 G70,4,31947,1998,5,4,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
41605734,2798.9683874777133,3580,G70,더 뉴 G70,4,53329,1998,5,4,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
41227203,3357.3272340652456,2590,아이오닉5,아이오닉5,66,105313,111,5,5,2,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
41334488,3063.629778185483,4580,싼타페,싼타페 (MX5),56,24674,1598,7,3,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
40050817,3131.1383633963924,3150,K9,더 K9,14,54270,3342,5,6,2,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
41456095,3223.7858673429773,3249,카니발,카니발 4세대,85,77442,3470,9,5,6,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
41494515,2805.684771160794,2220,니로,디 올 뉴 니로,29,56419,1580,5,4,2,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
41530583,4363.6224840519135,4630,GV70,GV70,8,32298,3470,5,5,2,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
41555406,3064.8773919172713,3399,스포티지,스포티지 5세대,55,31355,1598,5,2,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
41570867,5373.873808791013,6690,GV80,GV80,9,26009,2497,7,2,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
41586906,3847.011384330083,3390,G80,G80 (RG3),5,99789,3470,5,5,9,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
40958697,2722.967088332962,2290,K5,K5 3세대,11,58488,1598,5,5,3,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
41323295,2564.8123299278163,2560,아반떼,더 뉴 아반떼 (CN7),62,5440,1598,5,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
41469990,2985.7852847364197,4300,싼타페,싼타페 (MX5),56,3091,1598,5,2,2,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
41375049,3550.2021461772415,2790,스타리아,스타리아,51,80194,2199,11,5,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
41621820,2722.967088332962,2290,K5,K5 3세대,11,29633,1999,5,5,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
41524199,2750.0422913352963,2150,아반떼,더 뉴 아반떼 (CN7),62,32490,1598,5,1,3,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
41543158,3828.3155031297233,6888,G80,G80 (RG3),5,9277,2497,5,2,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
41121704,3565.3649600264525,4290,팰리세이드,팰리세이드,107,85218,2199,7,4,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
41208575,2713.4540195717054,3425,K5,더 뉴 K5 하이브리드 3세대,11,15177,1999,5,2,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
41458545,2643.06965830767,7777,QM6,더 뉴 QM6,17,79920,1997,5,4,2,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0
41633830,3602.7134342567415,3599,팰리세이드,팰리세이드,107,40074,2199,7,4,11,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
41029330,2819.120910451986,2400,투싼,투싼 (NX4),101,56353,1598,5,5,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
41632990,2832.235730062908,2580,그랜저,더 뉴 그랜저 IG 하이브리드,27,64571,2359,5,5,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
41636818,3223.7858673429773,3400,카니발,카니발 4세대,85,44111,2151,9,3,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
41517939,5313.932698356571,4850,GV80,GV80,9,80353,2497,5,4,2,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
41014649,3453.3633120692184,3400,쏘렌토,쏘렌토 4세대,58,32940,1598,5,4,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
40865861,3565.3649600264525,3900,팰리세이드,팰리세이드,107,141637,2199,7,5,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
41660897,2792.2446070107953,3130,투싼,더 뉴 투싼 (NX4),101,1881,1598,5,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
41654830,2893.893670259569,2290,트레일블레이저,더 뉴 트레일블레이저,104,27081,1341,5,3,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0
41533499,4363.6224840519135,5199,GV70,GV70,8,6138,2497,5,1,3,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
41416362,3108.745207717931,2750,스포티지,스포티지 5세대,55,61748,1998,5,3,5,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
41569463,3086.853182440802,3950,싼타페,싼타페 (MX5),56,35870,1598,5,2,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
41585963,2819.120910451986,2140,투싼,투싼 (NX4),101,117740,1598,5,5,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
41345198,4331.174374684793,3290,GV70,GV70,8,127942,2497,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
41470663,2611.388696455017,1920,K5,K5 3세대,11,91022,1999,5,5,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
40251279,4331.174374684793,4345,GV70,GV70,8,6500,2497,5,2,2,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
41147460,3435.2398298870803,1929,티볼리,더 뉴 티볼리,105,14928,1497,5,2,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
41647537,3326.4508146315256,2050,카니발,더 뉴 카니발,85,125965,3342,9,6,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
40543510,3276.955066568482,5999,카니발,더 뉴 카니발 4세대,85,17177,3470,9,2,4,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
40982897,4394.3925768413965,4930,GV70,GV70,8,9769,2497,5,2,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
41606359,3462.654978735885,3190,쏘렌토,쏘렌토 4세대,58,85721,1598,5,4,7,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
41108022,2722.967088332962,2780,K5,K5 3세대,11,28715,1598,5,5,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
41345395,4331.174374684793,4980,GV70,GV70,8,23332,2497,5,3,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
41652608,2871.0199908868076,2790,그랜저,더 뉴 그랜저 IG 하이브리드,27,71049,2359,5,6,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
41431274,2720.502498674518,2350,트랙스,트랙스 크로스오버,103,11840,1199,5,3,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0
41036830,2651.085997141483,2250,렉스턴,더 뉴 렉스턴 스포츠,35,78640,2157,5,3,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
41121964,2615.360723815946,2470,토레스,토레스,100,36594,1497,5,3,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
41585598,2887.6126226256356,2700,그랜저,더 뉴 그랜저 IG,27,84217,3342,5,5,3,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
40819025,2985.7852847364197,3850,싼타페,싼타페 (MX5),56,21284,2497,6,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
41637840,4363.6224840519135,4600,GV70,GV70,8,35144,2497,5,4,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
41552682,2832.235730062908,2590,그랜저,더 뉴 그랜저 IG,27,70113,2497,5,5,7,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
40963753,2985.7852847364197,3850,싼타페,싼타페 (MX5),56,9457,2497,6,3,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
40140136,3809.9712463075857,5890,쏠라티,쏠라티,60,25958,2497,15,3,2,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
40833728,4394.3925768413965,3950,GV70,GV70,8,27055,2151,5,3,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
40893691,3622.6650569373537,2700,모하비,모하비 더 마스터,43,125705,2959,5,6,3,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
41579353,2854.9748405191376,2490,볼트,볼트 EUV,48,54837,188,5,3,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1
41377594,2871.0199908868076,2250,그랜저,더 뉴 그랜저 IG,27,67078,3342,5,5,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
41150149,5130.415213793392,3990,G90,G90,6,64147,3342,5,7,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
41624485,3555.8753163906044,2999,팰리세이드,팰리세이드,107,53402,3778,8,5,11,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
41325328,4331.174374684793,3699,GV70,GV70,8,69141,2497,5,5,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
41271442,3555.8753163906044,3690,팰리세이드,더 뉴 팰리세이드,107,77551,3778,7,4,6,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
41437358,2766.3800913523883,3600,렉스턴,더 뉴 렉스턴 스포츠 칸,35,9664,2157,5,2,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
41647047,2798.9683874777133,4570,G70,더 뉴 G70,4,7728,2497,5,2,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
41416725,4425.863399075039,3150,GV70,GV70,8,32081,2497,5,5,17,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
41013818,3266.59261814898,5150,카니발,더 뉴 카니발 4세대,85,89116,2151,9,2,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
41461728,2652.43527743991,2650,아반떼,아반떼 (CN7),62,30777,1998,5,5,4,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
41288709,3223.7858673429773,3780,카니발,더 뉴 카니발 4세대,85,46473,3470,7,2,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
41475449,3614.405854880476,2190,팰리세이드,팰리세이드,107,146800,2199,7,7,5,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
41192710,3063.629778185483,3740,싼타페,싼타페 (MX5),56,29506,1598,5,3,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
41635938,2854.9748405191376,1830,볼트,볼트 EV,48,61010,174,5,8,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1
41526472,2595.399893679425,1780,넥쏘,넥쏘,28,76939,0,5,6,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
41635301,2652.43527743991,1920,아반떼,더 뉴 아반떼 (CN7),62,23960,1598,5,2,8,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
41544123,3621.3998177361573,4790,타스만,타스만,97,8626,2497,5,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
41202850,3614.405854880476,6090,팰리세이드,팰리세이드 (LX3),107,3974,2497,9,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
41601795,2917.9076270847495,2690,그랜저,더 뉴 그랜저 IG,27,64900,2497,5,5,3,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40899723,3178.3266241384367,2490,K8,K8 하이브리드,13,95252,1598,5,4,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
41167049,3073.8059832820063,2490,콜로라도,리얼 뉴 콜로라도,94,50407,3649,5,5,2,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0
41642592,2931.58161642511,2939,그랜저,더 뉴 그랜저 IG,27,43505,2497,5,5,2,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40977163,3555.8753163906044,3750,팰리세이드,팰리세이드,107,60545,2199,7,4,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
41191035,3611.071044237849,3859,팰리세이드,팰리세이드,107,86906,2199,7,4,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
41526849,2429.895177340624,2180,EQ900,EQ900,0,110531,5038,4,10,3,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
41250232,2959.599944528396,9999,캐스퍼,캐스퍼 일렉트릭,88,10193,158,4,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
41423930,2814.4095035579858,1750,투싼,올 뉴 투싼,101,61635,1591,5,7,9,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
41489084,2931.58161642511,2090,그랜저,더 뉴 그랜저 IG,27,60255,2999,5,5,7,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
